issue_id,project_id,task_id,issue_type,severity,reported_date,resolved_date,approval_delay_days,issue_status
506,28,15696,Safety,Medium,2024-02-06,,23,Open
507,23,14717,Safety,High,2023-02-12,,5,Closed
508,21,14202,RFI,Medium,2023-04-18,,0,Open
509,15,13111,NCR,Low,2023-06-19,,9,Open
510,24,14772,RFI,High,2024-03-17,,17,Open
511,26,15287,NCR,Medium,2022-04-12,,24,Open
512,2,10229,NCR,Medium,2023-08-14,,15,Open
513,19,13791,RFI,High,2023-01-08,,17,Closed
514,27,15459,RFI,Medium,2023-04-26,,8,Closed
515,25,15153,RFI,Medium,2022-08-08,,21,Closed
516,5,10997,NCR,High,2022-10-06,,4,Open
517,19,13745,RFI,Medium,2022-10-09,,17,Open
518,24,14778,RFI,Medium,2022-08-25,,22,Closed
519,11,12303,NCR,High,2023-11-26,,10,Closed
520,10,12119,RFI,Medium,2022-09-06,,6,Closed
521,4,10733,RFI,High,2023-08-12,,8,Open
522,13,12595,Safety,Low,2023-07-27,,10,Closed
523,25,15084,NCR,High,2022-09-24,,18,Open
524,4,10713,Safety,Low,2022-09-12,,7,Closed
525,18,13716,NCR,Medium,2023-11-22,,20,Open
526,13,12714,RFI,Medium,2022-12-27,,13,Closed
527,20,14024,RFI,High,2023-07-29,,1,Open
528,26,15412,RFI,Medium,2022-08-12,,17,Open
529,26,15242,RFI,High,2022-01-16,,6,Closed
530,9,11884,RFI,Medium,2023-09-17,,4,Closed
531,24,14958,RFI,Low,2022-08-20,,12,Open
532,12,12415,RFI,High,2022-12-31,,9,Open
533,6,11280,RFI,High,2023-09-24,,5,Closed
534,19,13767,NCR,High,2023-05-24,,20,Open
535,11,12285,NCR,High,2024-01-21,,13,Closed
536,20,14114,NCR,High,2023-01-24,,1,Closed
537,26,15404,RFI,Low,2023-10-22,,22,Open
538,27,15576,Safety,Low,2022-09-28,,10,Open
539,14,12864,Safety,Low,2023-06-23,,7,Open
540,16,13229,RFI,High,2023-06-06,,12,Closed
541,1,10196,RFI,High,2024-01-12,,7,Open
542,4,10701,NCR,Medium,2023-11-23,,19,Closed
543,4,10789,NCR,Medium,2023-08-21,,25,Open
544,18,13546,Safety,Medium,2023-09-29,,1,Closed
545,27,15586,NCR,Low,2022-09-07,,0,Closed
546,20,13999,Safety,Medium,2023-03-05,,0,Closed
547,22,14575,Safety,Medium,2023-03-28,,19,Closed
548,14,12788,Safety,High,2022-09-16,,0,Closed
549,25,15061,NCR,Medium,2023-04-17,,25,Open
550,13,12547,NCR,High,2022-07-09,,0,Closed
551,14,12831,RFI,Medium,2023-05-13,,23,Open
552,7,11391,NCR,Medium,2023-09-02,,24,Open
553,14,12873,RFI,Medium,2024-07-26,,9,Open
554,18,13551,RFI,High,2022-08-07,,11,Open
555,23,14740,Safety,Low,2022-12-09,,25,Open
556,25,14984,NCR,High,2022-08-09,,12,Closed
557,12,12369,RFI,Medium,2024-01-22,,0,Open
558,7,11490,Safety,Medium,2022-12-20,,14,Closed
559,3,10475,NCR,Low,2023-06-16,,25,Closed
560,6,11243,Safety,Medium,2022-10-17,,20,Closed
561,19,13827,NCR,High,2023-01-21,,2,Open
562,21,14350,RFI,Low,2023-04-04,,15,Open
563,20,14000,RFI,High,2023-02-06,,10,Closed
564,6,11253,RFI,High,2022-07-23,,14,Closed
565,18,13683,RFI,Low,2022-12-26,,19,Open
566,20,14048,RFI,High,2022-10-21,,7,Closed
567,17,13440,Safety,High,2022-12-22,,20,Closed
568,5,11003,RFI,Low,2023-03-08,,10,Open
569,1,10080,Safety,High,2022-10-28,,0,Open
570,10,11982,RFI,High,2023-11-14,,5,Closed
571,22,14383,Safety,High,2022-04-08,,23,Closed
572,5,11024,RFI,Medium,2023-02-22,,9,Open
573,4,10730,RFI,Medium,2023-11-07,,14,Open
574,4,10861,RFI,High,2023-08-25,,12,Open
575,23,14656,RFI,Low,2023-11-15,,23,Closed
576,2,10329,NCR,Medium,2023-02-19,,16,Closed
577,22,14435,RFI,Medium,2023-06-06,,8,Open
578,1,10173,NCR,Medium,2022-11-15,,6,Open
579,21,14229,RFI,Low,2022-11-03,,14,Open
580,12,12528,Safety,Medium,2023-04-18,,17,Closed
581,21,14282,RFI,Medium,2022-08-02,,11,Closed
582,4,10841,Safety,Medium,2023-06-18,,14,Open
583,22,14454,RFI,High,2023-06-07,,12,Open
584,25,14989,RFI,Medium,2023-11-28,,0,Closed
585,7,11445,RFI,Low,2023-09-10,,7,Open
586,9,11880,Safety,Medium,2022-02-18,,20,Open
587,22,14430,Safety,Low,2023-07-16,,4,Closed
588,18,13691,Safety,Low,2022-10-26,,17,Closed
589,16,13324,RFI,Low,2022-10-23,,1,Closed
590,10,12037,NCR,High,2023-07-24,,20,Open
591,10,11967,RFI,Low,2023-06-14,,16,Open
592,25,15160,RFI,High,2022-06-18,,5,Closed
593,2,10244,NCR,Low,2023-08-23,,18,Closed
594,28,15649,Safety,High,2023-10-13,,1,Closed
595,15,13112,Safety,High,2023-07-30,,15,Open
596,15,12973,RFI,High,2023-10-18,,17,Open
597,15,13009,Safety,High,2023-05-09,,22,Open
598,19,13808,NCR,Medium,2023-11-23,,16,Open
599,4,10684,RFI,Low,2022-07-13,,16,Closed
600,5,10980,Safety,High,2023-08-08,,24,Open
601,16,13330,RFI,High,2022-09-08,,0,Closed
602,9,11846,Safety,High,2023-08-27,,4,Open
603,12,12457,NCR,Medium,2024-01-02,,1,Closed
604,28,15675,RFI,Medium,2024-05-10,,11,Closed
605,26,15285,RFI,Low,2023-10-12,,2,Open
606,24,14897,NCR,Low,2023-02-12,,24,Open
607,13,12531,Safety,High,2023-07-12,,9,Closed
608,21,14359,NCR,Low,2022-01-20,,5,Closed
609,14,12799,RFI,Low,2023-10-06,,17,Open
610,10,12087,NCR,Low,2022-11-06,,6,Open
611,5,10949,Safety,Low,2022-07-04,,10,Closed
612,18,13530,RFI,Low,2022-09-12,,11,Open
613,19,13796,Safety,Medium,2022-04-01,,9,Closed
614,3,10445,RFI,Low,2022-12-02,,5,Closed
615,24,14889,Safety,High,2023-09-18,,18,Open
616,23,14613,RFI,Medium,2023-01-21,,4,Closed
617,14,12838,RFI,Low,2022-08-11,,7,Open
618,3,10460,NCR,Medium,2023-01-22,,7,Closed
619,13,12654,Safety,High,2022-05-06,,19,Open
620,23,14629,RFI,Low,2024-02-16,,5,Closed
621,3,10416,NCR,Low,2023-05-11,,25,Open
622,24,14774,RFI,Medium,2023-01-02,,18,Open
623,17,13401,RFI,Low,2022-03-03,,16,Closed
624,1,10184,Safety,Low,2023-08-29,,16,Closed
625,10,12027,RFI,High,2023-11-19,,18,Open
626,17,13423,Safety,High,2023-01-24,,14,Closed
627,26,15278,NCR,Low,2023-05-08,,22,Closed
628,23,14662,NCR,High,2022-07-07,,4,Open
629,26,15318,NCR,Low,2023-05-04,,4,Open
630,8,11544,NCR,Medium,2023-12-20,,18,Open
631,7,11437,RFI,High,2023-05-27,,21,Open
632,7,11329,RFI,Low,2023-06-24,,4,Open
633,27,15535,NCR,Medium,2023-03-23,,2,Open
634,19,13854,Safety,Medium,2022-04-10,,10,Open
635,22,14534,RFI,Medium,2022-09-10,,24,Closed
636,19,13749,RFI,High,2024-03-15,,8,Closed
637,12,12509,Safety,Low,2023-09-12,,16,Open
638,22,14522,RFI,High,2022-10-02,,12,Closed
639,23,14621,NCR,Medium,2023-12-19,,23,Closed
640,7,11307,RFI,High,2023-11-30,,5,Closed
641,17,13367,NCR,Low,2022-03-04,,13,Open
642,23,14674,NCR,Medium,2023-01-16,,25,Open
643,28,15715,RFI,High,2023-05-06,,8,Closed
644,11,12247,RFI,Medium,2023-10-22,,4,Closed
645,19,13803,Safety,Medium,2022-07-02,,7,Closed
646,2,10337,Safety,High,2023-02-18,,5,Open
647,26,15207,RFI,High,2023-11-18,,2,Open
648,25,15162,RFI,High,2022-12-09,,7,Closed
649,17,13420,RFI,Medium,2022-10-15,,2,Closed
650,2,10280,Safety,High,2023-09-16,,16,Open
651,27,15481,NCR,High,2023-07-15,,3,Closed
652,22,14548,Safety,Medium,2023-06-07,,23,Open
653,17,13369,NCR,Low,2022-03-20,,22,Open
654,17,13341,RFI,High,2022-11-28,,3,Closed
655,13,12703,RFI,Low,2023-08-21,,13,Closed
656,13,12594,Safety,Medium,2022-08-01,,19,Open
657,1,10139,Safety,High,2023-08-08,,8,Closed
658,7,11385,RFI,Medium,2022-06-06,,15,Closed
659,25,15105,Safety,High,2022-02-11,,1,Closed
660,25,15033,NCR,Medium,2023-10-29,,19,Open
661,3,10505,RFI,High,2024-01-27,,11,Closed
662,26,15230,Safety,High,2023-11-28,,24,Closed
663,15,13055,NCR,High,2023-03-26,,15,Open
664,1,10214,RFI,Low,2024-03-05,,1,Closed
665,16,13206,Safety,Low,2023-01-17,,7,Closed
666,13,12709,Safety,Low,2023-10-11,,14,Open
667,21,14238,Safety,Medium,2023-04-25,,14,Closed
668,5,11011,Safety,Low,2022-09-24,,19,Open
669,7,11403,RFI,Medium,2023-11-15,,12,Open
670,1,10121,RFI,High,2024-01-23,,25,Closed
671,2,10388,RFI,High,2023-03-21,,16,Closed
672,3,10563,Safety,Medium,2023-08-21,,8,Open
673,11,12336,RFI,High,2022-09-17,,19,Open
674,16,13251,NCR,High,2022-09-13,,22,Closed
675,15,13054,NCR,Low,2022-10-23,,1,Open
676,26,15273,RFI,Low,2023-12-17,,18,Closed
677,18,13710,RFI,Medium,2022-11-29,,9,Open
678,7,11351,NCR,High,2023-06-06,,20,Closed
679,19,13932,Safety,Medium,2022-12-13,,19,Closed
680,13,12706,RFI,Low,2023-01-05,,19,Closed
681,17,13465,Safety,Low,2022-11-02,,5,Open
682,13,12713,Safety,Low,2023-05-06,,10,Closed
683,7,11344,Safety,Low,2023-07-11,,16,Open
684,24,14779,Safety,High,2023-12-12,,5,Closed
685,16,13266,NCR,High,2023-01-23,,7,Open
686,27,15457,NCR,Medium,2023-03-22,,23,Open
687,21,14197,Safety,Low,2022-09-28,,14,Closed
688,19,13778,Safety,High,2022-04-05,,16,Closed
689,22,14395,Safety,Low,2022-02-18,,1,Open
690,25,15117,RFI,Medium,2022-05-02,,11,Open
691,8,11684,RFI,Low,2023-03-08,,1,Open
692,18,13678,RFI,Low,2023-10-05,,20,Closed
693,8,11548,NCR,Medium,2022-11-10,,5,Open
694,14,12922,NCR,Medium,2024-03-26,,15,Open
695,9,11732,Safety,High,2022-09-10,,10,Open
696,21,14257,RFI,High,2023-08-06,,3,Open
697,18,13614,Safety,Low,2022-11-07,,16,Closed
698,23,14624,RFI,High,2022-07-08,,11,Open
699,1,10148,NCR,High,2023-10-14,,22,Closed
700,19,13777,Safety,High,2023-09-02,,13,Open
701,24,14971,RFI,High,2022-11-20,,2,Closed
702,22,14482,NCR,Medium,2022-03-13,,6,Closed
703,23,14748,Safety,Medium,2023-08-18,,12,Open
704,20,14058,Safety,Medium,2022-07-03,,5,Open
705,15,13087,NCR,Medium,2023-01-11,,7,Open
706,11,12139,Safety,Low,2022-06-11,,9,Closed
707,27,15445,Safety,Medium,2022-03-21,,20,Closed
708,17,13478,Safety,Low,2023-05-17,,17,Closed
709,9,11812,NCR,Low,2023-01-19,,2,Closed
710,1,10036,RFI,Low,2023-05-08,,4,Open
711,2,10373,NCR,Medium,2022-07-12,,5,Open
712,3,10632,NCR,Low,2023-05-11,,13,Open
713,17,13350,RFI,High,2022-04-21,,3,Closed
714,18,13677,Safety,Low,2022-08-20,,7,Closed
715,27,15577,NCR,Low,2023-04-21,,11,Open
716,27,15486,NCR,High,2022-06-09,,6,Closed
717,4,10742,RFI,High,2022-10-03,,0,Closed
718,11,12194,NCR,Low,2023-05-15,,16,Closed
719,25,15069,RFI,High,2022-06-15,,10,Open
720,25,15143,RFI,Medium,2022-07-12,,21,Closed
721,24,14906,NCR,Low,2022-10-08,,13,Closed
722,5,10954,RFI,Medium,2023-07-30,,21,Open
723,23,14753,NCR,Low,2023-04-19,,25,Open
724,12,12356,Safety,Low,2024-05-01,,21,Closed
725,12,12353,Safety,Low,2023-02-03,,0,Open
726,3,10454,NCR,High,2023-04-03,,22,Closed
727,7,11389,Safety,Medium,2023-10-30,,15,Open
728,28,15737,NCR,Low,2023-08-26,,19,Closed
729,12,12479,Safety,Medium,2022-08-31,,21,Open
730,26,15398,RFI,Low,2023-08-02,,0,Closed
731,9,11768,NCR,Low,2023-04-12,,25,Closed
732,8,11642,Safety,Medium,2023-07-23,,6,Open
733,9,11740,RFI,High,2023-07-30,,3,Open
734,13,12574,Safety,Low,2022-07-12,,16,Open
735,14,12740,NCR,Low,2024-01-23,,2,Open
736,26,15317,NCR,High,2022-07-08,,8,Closed
737,12,12510,NCR,Medium,2023-12-02,,6,Closed
738,17,13346,Safety,Medium,2022-06-08,,24,Open
739,6,11142,RFI,High,2023-10-20,,17,Closed
740,4,10740,RFI,High,2023-03-01,,16,Open
741,8,11536,RFI,High,2024-01-25,,9,Open
742,7,11460,RFI,Low,2023-04-14,,22,Closed
743,8,11587,RFI,High,2023-06-22,,9,Open
744,9,11872,Safety,Medium,2022-04-07,,0,Open
745,5,10916,Safety,Low,2022-09-10,,0,Closed
746,6,11129,NCR,High,2023-01-28,,15,Closed
747,12,12398,NCR,High,2022-09-14,,6,Open
748,27,15499,RFI,Low,2023-01-08,,7,Open
749,5,10966,Safety,High,2023-10-26,,22,Open
750,22,14444,Safety,High,2023-01-16,,4,Open
751,13,12651,Safety,High,2022-09-08,,6,Closed
752,8,11593,NCR,Medium,2023-01-24,,25,Open
753,9,11742,NCR,Medium,2023-05-27,,25,Open
754,4,10808,Safety,High,2022-06-17,,5,Open
755,24,14912,RFI,Low,2022-02-27,,21,Open
756,3,10449,NCR,High,2022-12-13,,11,Closed
757,1,10208,RFI,Medium,2023-08-13,,19,Open
758,14,12911,Safety,Medium,2022-07-21,,0,Open
759,15,12987,RFI,High,2022-05-16,,4,Open
760,5,10877,RFI,High,2023-08-20,,7,Open
761,28,15691,NCR,High,2023-05-22,,10,Closed
762,25,15184,Safety,High,2023-05-31,,19,Open
763,6,11108,RFI,Low,2022-10-03,,21,Open
764,20,14040,RFI,High,2024-04-12,,18,Closed
765,11,12339,Safety,Medium,2022-12-09,,8,Closed
766,11,12216,RFI,Medium,2022-10-26,,18,Open
767,27,15578,Safety,Low,2022-04-17,,2,Open
768,1,10086,Safety,Low,2023-03-11,,14,Open
769,26,15323,NCR,Medium,2023-12-12,,17,Open
770,25,15186,RFI,High,2023-08-18,,2,Closed
771,22,14541,NCR,Low,2023-06-11,,7,Open
772,16,13263,NCR,Medium,2023-01-14,,8,Open
773,5,10975,Safety,High,2023-05-31,,0,Open
774,26,15353,RFI,Medium,2023-05-08,,21,Open
775,25,14990,RFI,Medium,2023-03-12,,16,Open
776,13,12687,Safety,High,2023-03-19,,12,Closed
777,15,13093,Safety,Medium,2022-12-05,,23,Open
778,28,15707,RFI,Low,2023-02-01,,25,Closed
779,16,13273,RFI,Low,2022-06-12,,10,Closed
780,5,10950,Safety,Medium,2023-07-31,,1,Open
781,5,10962,RFI,Medium,2023-12-04,,15,Open
782,28,15630,RFI,Medium,2022-10-14,,2,Closed
783,22,14441,NCR,Medium,2022-03-20,,23,Open
784,25,15057,Safety,High,2023-01-06,,15,Closed
785,17,13410,Safety,High,2023-03-05,,2,Open
786,4,10747,Safety,Medium,2023-09-18,,13,Closed
787,18,13572,RFI,High,2023-10-20,,12,Closed
788,11,12219,NCR,Low,2022-07-28,,7,Open
789,24,14973,RFI,Low,2023-06-17,,2,Open
790,15,13048,RFI,Low,2023-11-05,,0,Closed
791,21,14276,NCR,Medium,2022-04-26,,10,Open
792,26,15339,NCR,Medium,2023-11-21,,16,Closed
793,11,12291,Safety,Low,2022-07-23,,6,Closed
794,26,15198,Safety,Medium,2022-05-22,,0,Open
795,15,13032,RFI,High,2022-02-26,,16,Closed
796,27,15523,Safety,Low,2022-03-29,,5,Open
797,26,15274,RFI,Medium,2024-02-20,,9,Open
798,16,13275,Safety,High,2022-09-14,,17,Open
799,18,13587,RFI,Medium,2024-02-26,,14,Open
800,9,11869,Safety,High,2023-02-01,,6,Closed
801,22,14526,RFI,Medium,2023-04-27,,14,Closed
802,26,15314,RFI,Medium,2023-05-17,,12,Open
803,9,11772,NCR,Low,2023-09-15,,25,Closed
804,3,10562,NCR,Low,2023-07-16,,8,Open
805,4,10724,NCR,Low,2022-11-26,,1,Open
806,13,12617,RFI,High,2023-02-23,,15,Closed
807,3,10616,RFI,Medium,2022-07-05,,16,Closed
808,13,12737,RFI,Low,2023-08-10,,22,Closed
809,13,12702,NCR,High,2022-04-16,,24,Closed
810,1,10029,Safety,High,2023-12-02,,0,Closed
811,26,15265,Safety,Medium,2023-02-15,,12,Open
812,9,11727,RFI,Medium,2023-02-07,,23,Open
813,12,12355,RFI,Medium,2023-05-23,,11,Open
814,14,12782,RFI,Medium,2023-01-15,,5,Open
815,8,11671,Safety,High,2023-11-13,,8,Open
816,25,15031,NCR,Low,2024-01-03,,13,Open
817,16,13252,Safety,Low,2023-09-02,,24,Open
818,28,15626,Safety,Medium,2023-07-08,,18,Closed
819,24,14809,RFI,Low,2022-09-05,,16,Closed
820,17,13454,NCR,High,2023-05-05,,2,Closed
821,10,11931,Safety,High,2023-08-30,,1,Closed
822,5,10934,Safety,High,2023-08-31,,22,Open
823,10,11906,Safety,High,2023-02-07,,6,Open
824,17,13427,NCR,Medium,2022-06-25,,3,Open
825,4,10729,Safety,Medium,2023-08-10,,13,Open
826,1,10005,RFI,Medium,2023-09-14,,14,Closed
827,25,15183,RFI,High,2022-09-24,,0,Closed
828,4,10767,RFI,High,2022-08-24,,3,Closed
829,4,10723,RFI,Low,2022-11-17,,10,Open
830,28,15720,NCR,Low,2024-04-03,,24,Open
831,5,10992,NCR,High,2022-09-23,,13,Closed
832,3,10623,NCR,Medium,2023-02-05,,14,Open
833,18,13719,NCR,Low,2023-11-20,,24,Closed
834,6,11282,NCR,Medium,2023-06-04,,11,Closed
835,9,11819,NCR,Medium,2023-12-15,,21,Closed
836,18,13695,Safety,Medium,2022-08-22,,16,Closed
837,22,14513,Safety,Medium,2022-04-07,,25,Closed
838,26,15283,NCR,Low,2024-02-26,,4,Open
839,14,12778,NCR,High,2024-06-20,,17,Closed
840,28,15741,NCR,Medium,2023-07-15,,13,Open
841,1,10163,Safety,High,2024-05-09,,16,Closed
842,12,12484,Safety,High,2024-03-12,,24,Closed
843,14,12865,RFI,Medium,2024-09-06,,2,Open
844,17,13458,NCR,Low,2023-03-09,,16,Open
845,17,13461,RFI,High,2023-04-24,,25,Open
846,2,10359,RFI,Medium,2023-08-13,,17,Open
847,24,14968,RFI,Low,2023-09-03,,21,Open
848,11,12202,RFI,High,2023-12-07,,15,Closed
849,11,12205,NCR,Medium,2023-12-30,,22,Open
850,26,15331,RFI,Low,2023-10-20,,6,Open
851,26,15367,Safety,Medium,2022-10-03,,4,Open
852,11,12168,NCR,Medium,2024-02-01,,13,Closed
853,18,13630,Safety,Medium,2024-02-10,,14,Open
854,14,12879,Safety,High,2023-09-27,,25,Open
855,5,10893,NCR,Low,2023-08-19,,10,Closed
856,10,12121,RFI,Medium,2022-06-03,,13,Closed
857,19,13805,NCR,High,2022-11-26,,8,Open
858,7,11336,Safety,Low,2022-05-14,,11,Closed
859,13,12566,RFI,High,2023-03-09,,11,Closed
860,21,14247,RFI,Medium,2022-03-09,,19,Closed
861,6,11123,NCR,Medium,2024-03-10,,15,Open
862,5,10905,RFI,High,2023-03-11,,20,Closed
863,10,12078,RFI,Medium,2022-05-01,,5,Open
864,14,12925,RFI,Medium,2022-12-31,,8,Closed
865,10,11975,NCR,High,2023-05-05,,11,Closed
866,16,13195,Safety,Low,2022-09-27,,11,Open
867,21,14362,RFI,High,2022-10-24,,3,Open
868,6,11290,NCR,High,2024-04-01,,14,Closed
869,6,11138,RFI,High,2024-02-09,,14,Open
870,22,14446,RFI,Medium,2023-02-27,,6,Open
871,6,11229,Safety,Low,2023-08-28,,16,Closed
872,21,14239,RFI,High,2022-02-04,,18,Open
873,19,13837,Safety,Medium,2023-12-08,,0,Closed
874,10,12013,NCR,Medium,2023-07-27,,12,Closed
875,26,15288,NCR,Low,2022-05-27,,15,Open
876,10,12001,NCR,High,2023-11-08,,2,Closed
877,10,11910,RFI,High,2022-06-01,,17,Closed
878,23,14714,Safety,Medium,2022-09-14,,23,Open
879,7,11353,NCR,Medium,2022-12-31,,13,Open
880,7,11343,Safety,Low,2022-09-13,,13,Closed
881,23,14728,RFI,Medium,2023-01-01,,23,Open
882,4,10700,NCR,Medium,2022-08-24,,23,Closed
883,8,11499,NCR,High,2023-07-24,,7,Open
884,18,13649,RFI,Low,2023-10-17,,20,Closed
885,8,11498,Safety,Medium,2023-12-21,,20,Open
886,4,10826,RFI,Medium,2023-02-23,,19,Open
887,25,15019,NCR,Medium,2023-06-24,,6,Closed
888,12,12344,NCR,Low,2022-11-03,,0,Closed
889,5,10890,NCR,Low,2023-05-25,,6,Open
890,25,15044,NCR,Low,2022-06-16,,8,Closed
891,26,15221,Safety,Low,2023-09-27,,25,Closed
892,12,12424,Safety,Medium,2023-04-01,,6,Open
893,8,11565,RFI,Low,2022-11-07,,23,Closed
894,11,12269,RFI,Low,2022-05-05,,14,Open
895,7,11356,Safety,Medium,2022-07-08,,6,Open
896,16,13264,Safety,Medium,2022-12-01,,11,Open
897,18,13648,RFI,High,2023-04-15,,1,Closed
898,7,11374,Safety,Low,2023-02-12,,0,Open
899,4,10761,Safety,Medium,2023-03-31,,16,Closed
900,15,13022,NCR,Medium,2023-02-09,,14,Open
901,4,10771,RFI,Medium,2022-09-01,,24,Open
902,16,13124,NCR,Medium,2023-04-01,,9,Closed
903,8,11543,RFI,High,2023-03-03,,15,Open
904,10,11962,Safety,Low,2022-05-26,,0,Open
905,23,14630,NCR,High,2022-08-12,,13,Closed
906,8,11547,NCR,Medium,2022-11-09,,6,Closed
907,10,11902,RFI,Medium,2022-06-20,,21,Open
908,18,13536,RFI,High,2023-10-10,,24,Closed
909,8,11715,Safety,High,2022-07-05,,24,Open
910,10,12017,Safety,High,2023-08-25,,6,Open
911,16,13171,RFI,Low,2023-08-09,,23,Closed
912,5,10986,RFI,Medium,2023-08-21,,19,Open
913,27,15430,NCR,Medium,2023-03-09,,23,Closed
914,14,12780,RFI,Medium,2023-08-28,,4,Open
915,21,14273,RFI,Low,2023-03-23,,20,Closed
916,15,13095,Safety,Medium,2023-08-22,,6,Closed
917,6,11116,NCR,Low,2023-12-31,,19,Open
918,20,14159,Safety,High,2022-07-15,,17,Open
919,11,12124,NCR,Medium,2023-04-16,,7,Open
920,4,10681,RFI,Low,2023-02-13,,5,Open
921,8,11699,RFI,Medium,2023-02-15,,8,Closed
922,28,15690,Safety,Medium,2022-12-07,,2,Open
923,22,14549,NCR,Medium,2022-06-12,,19,Open
924,3,10508,RFI,Low,2023-08-05,,8,Closed
925,20,14059,Safety,High,2024-01-15,,2,Open
926,14,12894,NCR,Low,2022-12-25,,8,Closed
927,23,14681,RFI,Medium,2023-11-13,,12,Open
928,27,15532,NCR,Medium,2023-07-28,,1,Closed
929,25,15081,Safety,High,2023-06-29,,1,Closed
930,18,13581,Safety,Medium,2023-09-11,,2,Closed
931,13,12707,RFI,High,2023-03-30,,20,Open
932,2,10343,RFI,Low,2022-10-23,,18,Open
933,24,14915,NCR,High,2022-04-28,,10,Closed
934,11,12300,RFI,Medium,2022-11-22,,16,Open
935,22,14418,RFI,Medium,2022-10-29,,4,Closed
936,24,14829,Safety,Low,2022-09-19,,1,Open
937,23,14741,RFI,Low,2023-08-12,,11,Open
938,20,14095,Safety,Medium,2022-08-17,,5,Open
939,28,15621,Safety,High,2024-06-07,,1,Open
940,7,11441,RFI,High,2023-05-13,,14,Open
941,26,15270,RFI,High,2022-07-13,,19,Open
942,18,13620,NCR,High,2023-03-07,,22,Open
943,26,15257,NCR,Low,2023-11-12,,19,Open
944,25,15120,Safety,Medium,2022-07-29,,0,Closed
945,13,12542,Safety,High,2023-08-03,,5,Closed
946,14,12858,RFI,Medium,2023-08-06,,24,Closed
947,2,10228,RFI,High,2023-05-10,,12,Open
948,9,11783,Safety,Low,2023-08-11,,24,Closed
949,17,13499,NCR,Medium,2023-06-04,,7,Open
950,23,14739,NCR,Medium,2023-08-25,,20,Open
951,8,11662,Safety,High,2024-01-15,,20,Closed
952,10,12070,NCR,High,2022-06-11,,9,Closed
953,6,11087,Safety,Low,2022-03-10,,14,Closed
954,4,10743,Safety,High,2023-01-28,,13,Open
955,28,15616,NCR,Medium,2023-06-13,,23,Closed
956,1,10164,NCR,Low,2024-03-07,,25,Open
957,28,15668,Safety,Medium,2024-01-27,,13,Open
958,14,12762,NCR,Low,2023-04-17,,12,Open
959,10,12014,Safety,Low,2022-06-04,,17,Closed
960,24,14807,RFI,Low,2024-02-06,,17,Closed
961,26,15301,RFI,Medium,2023-05-26,,15,Open
962,24,14947,NCR,Medium,2023-11-02,,13,Closed
963,19,13810,Safety,Low,2022-05-01,,0,Open
964,23,14650,NCR,High,2022-08-20,,2,Closed
965,2,10378,RFI,Medium,2022-09-28,,13,Open
966,23,14594,NCR,Low,2022-07-05,,14,Open
967,26,15382,NCR,High,2024-03-03,,16,Closed
968,22,14540,NCR,Low,2023-03-12,,14,Open
969,10,12023,NCR,Medium,2023-10-27,,16,Closed
970,12,12495,RFI,High,2022-12-13,,0,Open
971,13,12731,RFI,Medium,2023-10-02,,21,Closed
972,19,13793,Safety,Medium,2024-04-16,,20,Closed
973,7,11309,Safety,High,2023-08-13,,5,Open
974,16,13224,NCR,Low,2023-08-27,,3,Closed
975,3,10428,NCR,Low,2023-01-03,,11,Open
976,26,15248,RFI,High,2022-01-26,,9,Closed
977,16,13197,Safety,Medium,2023-01-19,,0,Open
978,25,15110,Safety,Medium,2022-02-10,,5,Open
979,26,15210,Safety,Low,2022-11-16,,22,Open
980,3,10450,NCR,Medium,2023-02-05,,23,Closed
981,13,12554,NCR,Low,2022-05-15,,9,Closed
982,24,14935,RFI,Low,2023-12-20,,3,Open
983,16,13156,NCR,Medium,2022-06-09,,21,Closed
984,8,11611,RFI,Medium,2022-10-16,,24,Closed
985,28,15676,RFI,Low,2023-01-12,,24,Open
986,4,10799,NCR,Medium,2023-03-08,,5,Closed
987,15,13031,RFI,High,2023-10-04,,19,Open
988,2,10314,Safety,Low,2023-04-10,,24,Closed
989,18,13670,RFI,High,2022-07-13,,4,Closed
990,19,13960,RFI,High,2022-08-04,,1,Open
991,2,10370,RFI,Low,2023-03-14,,9,Closed
992,16,13300,Safety,Low,2022-07-14,,24,Closed
993,22,14478,RFI,Medium,2023-03-15,,21,Closed
994,26,15324,RFI,Medium,2023-12-29,,0,Closed
995,17,13497,Safety,Medium,2022-06-23,,9,Closed
996,4,10665,RFI,Medium,2022-08-12,,13,Open
997,6,11176,NCR,High,2023-08-18,,19,Open
998,25,15134,RFI,Low,2022-02-16,,10,Open
999,17,13399,RFI,High,2023-06-08,,12,Open
1000,20,14108,NCR,Low,2024-05-20,,10,Closed
1001,21,14285,RFI,Low,2022-07-15,,21,Closed
1002,9,11767,RFI,Medium,2024-03-11,,1,Open
1003,1,10189,NCR,Low,2024-01-12,,15,Open
1004,17,13472,Safety,High,2023-01-10,,3,Closed
1005,25,15010,NCR,Medium,2022-03-06,,9,Closed
1006,24,14965,RFI,Low,2022-05-10,,9,Closed
1007,18,13674,Safety,High,2024-05-28,,1,Closed
1008,21,14363,Safety,High,2023-02-10,,13,Open
1009,16,13149,NCR,Medium,2023-05-19,,6,Open
1010,4,10679,RFI,Low,2023-08-08,,18,Closed
1011,13,12701,Safety,High,2022-07-25,,3,Closed
