weather_id,project_id,date,rainfall_mm,temperature_c,weather_severity,work_stop_flag
1519,2,2024-03-06,125,33,Normal,N
1520,2,2024-03-07,111,40,Severe,Y
1521,2,2024-03-08,53,34,Normal,N
1522,2,2024-03-09,54,36,Normal,N
1523,2,2024-03-10,17,26,Moderate,N
1524,2,2024-03-11,83,41,Moderate,N
1525,2,2024-03-12,44,27,Moderate,N
1526,2,2024-03-13,33,25,Severe,Y
1527,2,2024-03-14,80,40,Normal,N
1528,2,2024-03-15,124,32,Moderate,N
1529,2,2024-03-16,4,38,Normal,N
1530,2,2024-03-17,12,26,Normal,N
1531,2,2024-03-18,41,30,Moderate,N
1532,2,2024-03-19,39,26,Severe,Y
1533,2,2024-03-20,100,43,Moderate,N
1534,2,2024-03-21,98,39,Moderate,N
1535,2,2024-03-22,8,42,Normal,N
1536,2,2024-03-23,60,30,Normal,N
1537,2,2024-03-24,94,33,Normal,N
1538,2,2024-03-25,9,42,Normal,N
1539,2,2024-03-26,124,40,Moderate,N
1540,2,2024-03-27,37,38,Severe,Y
1541,2,2024-03-28,61,26,Normal,N
1542,2,2024-03-29,12,37,Normal,N
1543,2,2024-03-30,10,38,Moderate,N
1544,2,2024-03-31,96,24,Normal,N
1545,2,2024-04-01,96,34,Normal,N
1546,2,2024-04-02,46,40,Normal,N
1547,2,2024-04-03,100,34,Normal,N
1548,2,2024-04-04,36,30,Normal,N
1549,2,2024-04-05,96,29,Normal,N
1550,3,2022-05-28,93,35,Normal,N
1551,3,2022-05-29,133,34,Normal,N
1552,3,2022-05-30,1,42,Normal,N
1553,3,2022-05-31,88,26,Moderate,N
1554,3,2022-06-01,46,33,Moderate,N
1555,3,2022-06-02,35,35,Severe,Y
1556,3,2022-06-03,68,42,Normal,N
1557,3,2022-06-04,49,33,Normal,N
1558,3,2022-06-05,120,30,Normal,N
1559,3,2022-06-06,9,24,Normal,N
1560,3,2022-06-07,55,26,Normal,N
1561,3,2022-06-08,43,41,Normal,N
1562,3,2022-06-09,87,27,Severe,Y
1563,3,2022-06-10,134,40,Moderate,N
1564,3,2022-06-11,84,41,Moderate,N
1565,3,2022-06-12,50,36,Moderate,N
1566,3,2022-06-13,25,27,Normal,N
1567,3,2022-06-14,104,39,Normal,N
1568,3,2022-06-15,120,41,Moderate,N
1569,3,2022-06-16,104,30,Normal,N
1570,3,2022-06-17,87,27,Moderate,N
1571,3,2022-06-18,129,35,Moderate,N
1572,3,2022-06-19,1,41,Moderate,N
1573,3,2022-06-20,127,42,Moderate,N
1574,3,2022-06-21,17,26,Severe,Y
1575,3,2022-06-22,52,30,Normal,N
1576,3,2022-06-23,112,43,Normal,N
1577,3,2022-06-24,39,38,Normal,N
1578,3,2022-06-25,89,43,Normal,N
1579,3,2022-06-26,127,25,Normal,N
1580,3,2022-06-27,65,40,Normal,N
1581,3,2022-06-28,67,30,Normal,N
1582,3,2022-06-29,15,25,Moderate,N
1583,3,2022-06-30,51,36,Moderate,N
1584,3,2022-07-01,140,43,Moderate,N
1585,3,2022-07-02,64,40,Normal,N
1586,3,2022-07-03,92,26,Moderate,N
1587,3,2022-07-04,43,27,Moderate,N
1588,3,2022-07-05,22,30,Moderate,N
1589,3,2022-07-06,76,30,Normal,N
1590,3,2022-07-07,133,33,Normal,N
1591,3,2022-07-08,136,33,Normal,N
1592,3,2022-07-09,56,28,Severe,Y
1593,3,2022-07-10,110,39,Normal,N
1594,3,2022-07-11,20,27,Normal,N
1595,3,2022-07-12,84,32,Normal,N
1596,3,2022-07-13,97,24,Normal,N
1597,3,2022-07-14,4,29,Normal,N
1598,3,2022-07-15,135,32,Normal,N
1599,3,2022-07-16,121,40,Normal,N
1600,3,2022-07-17,94,39,Normal,N
1601,3,2022-07-18,104,38,Moderate,N
1602,3,2022-07-19,11,26,Normal,N
1603,3,2022-07-20,47,34,Normal,N
1604,3,2022-07-21,127,36,Normal,N
1605,3,2022-07-22,3,26,Severe,Y
1606,3,2022-07-23,99,39,Moderate,N
1607,3,2022-07-24,69,33,Normal,N
1608,3,2022-07-25,29,36,Normal,N
1609,3,2022-07-26,35,30,Normal,N
1610,3,2022-07-27,83,41,Normal,N
1611,3,2022-07-28,114,29,Normal,N
1612,3,2022-07-29,57,39,Severe,Y
1613,3,2022-07-30,27,24,Normal,N
1614,3,2022-07-31,75,38,Normal,N
1615,3,2022-08-01,13,38,Normal,N
1616,3,2022-08-02,82,28,Normal,N
1617,3,2022-08-03,65,32,Severe,Y
1618,3,2022-08-04,90,29,Normal,N
1619,3,2022-08-05,94,35,Normal,N
1620,3,2022-08-06,52,30,Normal,N
1621,3,2022-08-07,80,37,Moderate,N
1622,3,2022-08-08,86,34,Normal,N
1623,3,2022-08-09,25,27,Normal,N
1624,3,2022-08-10,105,28,Normal,N
1625,3,2022-08-11,73,43,Moderate,N
1626,3,2022-08-12,96,42,Normal,N
1627,3,2022-08-13,67,31,Normal,N
1628,3,2022-08-14,112,31,Normal,N
1629,3,2022-08-15,93,38,Normal,N
1630,3,2022-08-16,0,39,Normal,N
1631,3,2022-08-17,26,35,Normal,N
1632,3,2022-08-18,126,40,Normal,N
1633,3,2022-08-19,61,33,Normal,N
1634,3,2022-08-20,87,36,Severe,Y
1635,3,2022-08-21,16,24,Moderate,N
1636,3,2022-08-22,104,27,Normal,N
1637,3,2022-08-23,95,39,Normal,N
1638,3,2022-08-24,127,24,Normal,N
1639,3,2022-08-25,97,24,Normal,N
1640,3,2022-08-26,102,42,Normal,N
1641,3,2022-08-27,89,28,Moderate,N
1642,3,2022-08-28,65,38,Normal,N
1643,3,2022-08-29,62,34,Normal,N
1644,3,2022-08-30,42,30,Normal,N
1645,3,2022-08-31,47,42,Severe,Y
1646,3,2022-09-01,0,36,Severe,Y
1647,3,2022-09-02,49,26,Normal,N
1648,3,2022-09-03,84,26,Moderate,N
1649,3,2022-09-04,105,33,Normal,N
1650,3,2022-09-05,42,40,Normal,N
1651,3,2022-09-06,48,30,Moderate,N
1652,3,2022-09-07,22,36,Normal,N
1653,3,2022-09-08,116,41,Normal,N
1654,3,2022-09-09,82,30,Moderate,N
1655,3,2022-09-10,116,24,Severe,Y
1656,3,2022-09-11,51,30,Normal,N
1657,3,2022-09-12,93,33,Moderate,N
1658,3,2022-09-13,32,36,Normal,N
1659,3,2022-09-14,26,24,Normal,N
1660,3,2022-09-15,36,37,Moderate,N
1661,3,2022-09-16,20,38,Normal,N
1662,3,2022-09-17,15,43,Severe,Y
1663,3,2022-09-18,93,39,Severe,Y
1664,3,2022-09-19,35,33,Moderate,N
1665,3,2022-09-20,25,43,Normal,N
1666,3,2022-09-21,12,25,Normal,N
1667,3,2022-09-22,8,39,Moderate,N
1668,3,2022-09-23,42,32,Normal,N
1669,3,2022-09-24,107,42,Normal,N
1670,3,2022-09-25,4,25,Severe,Y
1671,3,2022-09-26,21,42,Normal,N
1672,3,2022-09-27,125,35,Normal,N
1673,3,2022-09-28,30,32,Normal,N
1674,3,2022-09-29,125,30,Severe,Y
1675,3,2022-09-30,80,24,Normal,N
1676,3,2022-10-01,114,26,Moderate,N
1677,3,2022-10-02,21,32,Moderate,N
1678,3,2022-10-03,63,30,Moderate,N
1679,3,2022-10-04,14,42,Normal,N
1680,3,2022-10-05,13,33,Normal,N
1681,3,2022-10-06,133,37,Normal,N
1682,3,2022-10-07,4,24,Normal,N
1683,3,2022-10-08,80,27,Normal,N
1684,3,2022-10-09,123,38,Normal,N
1685,3,2022-10-10,0,36,Normal,N
1686,3,2022-10-11,5,33,Normal,N
1687,3,2022-10-12,113,36,Normal,N
1688,3,2022-10-13,2,29,Normal,N
1689,3,2022-10-14,90,33,Normal,N
1690,3,2022-10-15,22,25,Normal,N
1691,3,2022-10-16,132,37,Normal,N
1692,3,2022-10-17,45,34,Moderate,N
1693,3,2022-10-18,51,26,Normal,N
1694,3,2022-10-19,125,33,Moderate,N
1695,3,2022-10-20,136,42,Normal,N
1696,3,2022-10-21,111,38,Normal,N
1697,3,2022-10-22,118,41,Moderate,N
1698,3,2022-10-23,72,26,Normal,N
1699,3,2022-10-24,50,39,Normal,N
1700,3,2022-10-25,57,34,Normal,N
1701,3,2022-10-26,117,35,Severe,Y
1702,3,2022-10-27,44,35,Moderate,N
1703,3,2022-10-28,20,36,Moderate,N
1704,3,2022-10-29,25,43,Normal,N
1705,3,2022-10-30,104,31,Normal,N
1706,3,2022-10-31,27,26,Normal,N
1707,3,2022-11-01,7,36,Normal,N
1708,3,2022-11-02,99,36,Moderate,N
1709,3,2022-11-03,127,38,Moderate,N
1710,3,2022-11-04,122,33,Moderate,N
1711,3,2022-11-05,82,36,Normal,N
1712,3,2022-11-06,4,42,Normal,N
1713,3,2022-11-07,128,37,Normal,N
1714,3,2022-11-08,84,32,Severe,Y
1715,3,2022-11-09,40,32,Normal,N
1716,3,2022-11-10,88,27,Normal,N
1717,3,2022-11-11,96,24,Normal,N
1718,3,2022-11-12,114,34,Normal,N
1719,3,2022-11-13,4,37,Severe,Y
1720,3,2022-11-14,96,26,Moderate,N
1721,3,2022-11-15,38,40,Normal,N
1722,3,2022-11-16,94,30,Moderate,N
1723,3,2022-11-17,19,29,Moderate,N
1724,3,2022-11-18,22,32,Moderate,N
1725,3,2022-11-19,99,37,Moderate,N
1726,3,2022-11-20,127,39,Normal,N
1727,3,2022-11-21,134,32,Normal,N
1728,3,2022-11-22,140,38,Normal,N
1729,3,2022-11-23,104,43,Severe,Y
1730,3,2022-11-24,32,28,Normal,N
1731,3,2022-11-25,120,43,Normal,N
1732,3,2022-11-26,68,39,Normal,N
1733,3,2022-11-27,82,32,Normal,N
1734,3,2022-11-28,49,34,Moderate,N
1735,3,2022-11-29,72,34,Moderate,N
1736,3,2022-11-30,48,31,Normal,N
1737,3,2022-12-01,63,33,Normal,N
1738,3,2022-12-02,19,33,Normal,N
1739,3,2022-12-03,48,26,Normal,N
1740,3,2022-12-04,67,27,Severe,Y
1741,3,2022-12-05,63,28,Normal,N
1742,3,2022-12-06,117,33,Normal,N
1743,3,2022-12-07,29,29,Normal,N
1744,3,2022-12-08,9,30,Moderate,N
1745,3,2022-12-09,69,31,Severe,Y
1746,3,2022-12-10,112,30,Normal,N
1747,3,2022-12-11,0,41,Normal,N
1748,3,2022-12-12,45,43,Normal,N
1749,3,2022-12-13,109,43,Normal,N
1750,3,2022-12-14,68,38,Normal,N
1751,3,2022-12-15,55,42,Normal,N
1752,3,2022-12-16,51,42,Normal,N
1753,3,2022-12-17,44,28,Normal,N
1754,3,2022-12-18,19,24,Severe,Y
1755,3,2022-12-19,70,25,Normal,N
1756,3,2022-12-20,28,42,Moderate,N
1757,3,2022-12-21,117,34,Moderate,N
1758,3,2022-12-22,87,42,Normal,N
1759,3,2022-12-23,92,41,Severe,Y
1760,3,2022-12-24,123,43,Normal,N
1761,3,2022-12-25,124,24,Normal,N
1762,3,2022-12-26,126,25,Normal,N
1763,3,2022-12-27,132,30,Severe,Y
1764,3,2022-12-28,138,33,Normal,N
1765,3,2022-12-29,98,39,Moderate,N
1766,3,2022-12-30,2,33,Moderate,N
1767,3,2022-12-31,74,36,Normal,N
1768,3,2023-01-01,38,26,Moderate,N
1769,3,2023-01-02,131,33,Normal,N
1770,3,2023-01-03,44,39,Normal,N
1771,3,2023-01-04,118,39,Severe,Y
1772,3,2023-01-05,81,29,Normal,N
1773,3,2023-01-06,80,42,Moderate,N
1774,3,2023-01-07,99,43,Normal,N
1775,3,2023-01-08,72,42,Normal,N
1776,3,2023-01-09,122,27,Normal,N
1777,3,2023-01-10,112,29,Normal,N
1778,3,2023-01-11,131,27,Normal,N
1779,3,2023-01-12,69,37,Moderate,N
1780,3,2023-01-13,4,41,Normal,N
1781,3,2023-01-14,134,28,Moderate,N
1782,3,2023-01-15,68,27,Normal,N
1783,3,2023-01-16,113,28,Normal,N
1784,3,2023-01-17,76,43,Moderate,N
1785,3,2023-01-18,86,33,Moderate,N
1786,3,2023-01-19,35,24,Normal,N
1787,3,2023-01-20,33,34,Normal,N
1788,3,2023-01-21,101,35,Normal,N
1789,3,2023-01-22,50,30,Normal,N
1790,3,2023-01-23,85,26,Severe,Y
1791,3,2023-01-24,52,25,Normal,N
1792,3,2023-01-25,32,38,Moderate,N
1793,3,2023-01-26,94,28,Normal,N
1794,3,2023-01-27,96,36,Normal,N
1795,3,2023-01-28,69,35,Normal,N
1796,3,2023-01-29,124,24,Normal,N
1797,3,2023-01-30,85,24,Normal,N
1798,3,2023-01-31,39,38,Normal,N
1799,3,2023-02-01,19,28,Normal,N
1800,3,2023-02-02,23,24,Normal,N
1801,3,2023-02-03,94,43,Moderate,N
1802,3,2023-02-04,52,41,Normal,N
1803,3,2023-02-05,0,34,Moderate,N
1804,3,2023-02-06,130,25,Normal,N
1805,3,2023-02-07,104,33,Normal,N
1806,3,2023-02-08,103,24,Severe,Y
1807,3,2023-02-09,40,35,Moderate,N
1808,3,2023-02-10,62,28,Moderate,N
1809,3,2023-02-11,52,35,Moderate,N
1810,3,2023-02-12,115,43,Normal,N
1811,3,2023-02-13,9,25,Normal,N
1812,3,2023-02-14,26,37,Normal,N
1813,3,2023-02-15,27,42,Severe,Y
1814,3,2023-02-16,96,32,Normal,N
1815,3,2023-02-17,38,35,Normal,N
1816,3,2023-02-18,48,26,Normal,N
1817,3,2023-02-19,22,26,Normal,N
1818,3,2023-02-20,115,41,Moderate,N
1819,3,2023-02-21,47,26,Normal,N
1820,3,2023-02-22,137,35,Normal,N
1821,3,2023-02-23,116,43,Moderate,N
1822,3,2023-02-24,110,38,Moderate,N
1823,3,2023-02-25,40,28,Moderate,N
1824,3,2023-02-26,119,35,Normal,N
1825,3,2023-02-27,0,30,Normal,N
1826,3,2023-02-28,39,32,Normal,N
1827,3,2023-03-01,91,40,Normal,N
1828,3,2023-03-02,12,31,Normal,N
1829,3,2023-03-03,104,31,Normal,N
1830,3,2023-03-04,132,26,Severe,Y
1831,3,2023-03-05,66,30,Normal,N
1832,3,2023-03-06,66,41,Normal,N
1833,3,2023-03-07,103,36,Normal,N
1834,3,2023-03-08,38,32,Normal,N
1835,3,2023-03-09,41,29,Normal,N
1836,3,2023-03-10,34,30,Normal,N
1837,3,2023-03-11,96,41,Normal,N
1838,3,2023-03-12,131,30,Moderate,N
1839,3,2023-03-13,98,35,Normal,N
1840,3,2023-03-14,137,35,Normal,N
1841,3,2023-03-15,53,36,Severe,Y
1842,3,2023-03-16,72,39,Normal,N
1843,3,2023-03-17,106,26,Normal,N
1844,3,2023-03-18,128,33,Normal,N
1845,3,2023-03-19,130,43,Normal,N
1846,3,2023-03-20,28,31,Moderate,N
1847,3,2023-03-21,110,40,Normal,N
1848,3,2023-03-22,28,35,Moderate,N
1849,3,2023-03-23,3,28,Moderate,N
1850,3,2023-03-24,82,43,Moderate,N
1851,3,2023-03-25,89,30,Normal,N
1852,3,2023-03-26,136,28,Normal,N
1853,3,2023-03-27,77,26,Normal,N
1854,3,2023-03-28,129,29,Normal,N
1855,3,2023-03-29,113,42,Normal,N
1856,3,2023-03-30,119,25,Normal,N
1857,3,2023-03-31,136,41,Moderate,N
1858,3,2023-04-01,96,28,Normal,N
1859,3,2023-04-02,26,41,Normal,N
1860,3,2023-04-03,71,36,Normal,N
1861,3,2023-04-04,105,35,Normal,N
1862,3,2023-04-05,90,33,Moderate,N
1863,3,2023-04-06,46,28,Severe,Y
1864,3,2023-04-07,80,28,Moderate,N
1865,3,2023-04-08,139,42,Moderate,N
1866,3,2023-04-09,30,40,Moderate,N
1867,3,2023-04-10,74,38,Moderate,N
1868,3,2023-04-11,3,33,Normal,N
1869,3,2023-04-12,77,35,Normal,N
1870,3,2023-04-13,122,25,Normal,N
1871,3,2023-04-14,11,39,Normal,N
1872,3,2023-04-15,59,33,Normal,N
1873,3,2023-04-16,8,36,Normal,N
1874,3,2023-04-17,127,29,Severe,Y
1875,3,2023-04-18,79,40,Normal,N
1876,3,2023-04-19,137,31,Normal,N
1877,3,2023-04-20,45,40,Normal,N
1878,3,2023-04-21,56,40,Normal,N
1879,3,2023-04-22,120,30,Normal,N
1880,3,2023-04-23,87,43,Moderate,N
1881,3,2023-04-24,49,31,Normal,N
1882,3,2023-04-25,121,36,Normal,N
1883,3,2023-04-26,120,25,Normal,N
1884,3,2023-04-27,62,37,Normal,N
1885,3,2023-04-28,82,27,Normal,N
1886,3,2023-04-29,92,33,Moderate,N
1887,3,2023-04-30,81,43,Normal,N
1888,3,2023-05-01,140,29,Moderate,N
1889,3,2023-05-02,114,43,Moderate,N
1890,3,2023-05-03,24,34,Moderate,N
1891,3,2023-05-04,5,43,Moderate,N
1892,3,2023-05-05,30,37,Normal,N
1893,3,2023-05-06,118,40,Normal,N
1894,3,2023-05-07,33,29,Moderate,N
1895,3,2023-05-08,82,38,Normal,N
1896,3,2023-05-09,72,24,Severe,Y
1897,3,2023-05-10,134,37,Moderate,N
1898,3,2023-05-11,112,42,Moderate,N
1899,3,2023-05-12,50,25,Normal,N
1900,3,2023-05-13,4,34,Normal,N
1901,3,2023-05-14,69,29,Normal,N
1902,3,2023-05-15,114,42,Moderate,N
1903,3,2023-05-16,54,30,Moderate,N
1904,3,2023-05-17,109,27,Normal,N
1905,3,2023-05-18,135,32,Normal,N
1906,3,2023-05-19,140,39,Moderate,N
1907,3,2023-05-20,138,27,Normal,N
1908,3,2023-05-21,55,30,Moderate,N
1909,3,2023-05-22,43,34,Normal,N
1910,3,2023-05-23,17,43,Normal,N
1911,3,2023-05-24,42,24,Normal,N
1912,3,2023-05-25,38,29,Moderate,N
1913,3,2023-05-26,40,37,Normal,N
1914,3,2023-05-27,130,40,Normal,N
1915,3,2023-05-28,58,24,Moderate,N
1916,3,2023-05-29,38,30,Moderate,N
1917,3,2023-05-30,134,37,Normal,N
1918,3,2023-05-31,89,43,Normal,N
1919,3,2023-06-01,124,43,Moderate,N
1920,3,2023-06-02,12,25,Moderate,N
1921,3,2023-06-03,91,37,Normal,N
1922,3,2023-06-04,54,43,Severe,Y
1923,3,2023-06-05,29,39,Normal,N
1924,3,2023-06-06,81,33,Normal,N
1925,3,2023-06-07,57,38,Normal,N
1926,3,2023-06-08,15,32,Normal,N
1927,3,2023-06-09,68,33,Normal,N
1928,3,2023-06-10,81,32,Normal,N
1929,3,2023-06-11,66,41,Moderate,N
1930,3,2023-06-12,133,37,Moderate,N
1931,3,2023-06-13,14,27,Moderate,N
1932,3,2023-06-14,107,39,Normal,N
1933,3,2023-06-15,101,43,Severe,Y
1934,3,2023-06-16,1,26,Normal,N
1935,3,2023-06-17,113,34,Moderate,N
1936,3,2023-06-18,11,42,Normal,N
1937,3,2023-06-19,54,24,Normal,N
1938,3,2023-06-20,95,27,Moderate,N
1939,3,2023-06-21,41,34,Severe,Y
1940,3,2023-06-22,14,32,Normal,N
1941,3,2023-06-23,51,30,Normal,N
1942,3,2023-06-24,7,41,Normal,N
1943,3,2023-06-25,89,30,Normal,N
1944,3,2023-06-26,42,27,Normal,N
1945,3,2023-06-27,4,26,Normal,N
1946,3,2023-06-28,136,39,Normal,N
1947,3,2023-06-29,32,33,Normal,N
1948,3,2023-06-30,134,32,Severe,Y
1949,3,2023-07-01,69,26,Normal,N
1950,3,2023-07-02,75,30,Normal,N
1951,3,2023-07-03,18,41,Normal,N
1952,3,2023-07-04,57,43,Normal,N
1953,3,2023-07-05,43,33,Normal,N
1954,3,2023-07-06,84,28,Normal,N
1955,3,2023-07-07,26,29,Normal,N
1956,3,2023-07-08,51,32,Normal,N
1957,3,2023-07-09,12,42,Normal,N
1958,3,2023-07-10,28,26,Normal,N
1959,3,2023-07-11,99,25,Severe,Y
1960,3,2023-07-12,11,38,Normal,N
1961,3,2023-07-13,28,39,Normal,N
1962,3,2023-07-14,85,39,Normal,N
1963,3,2023-07-15,105,37,Normal,N
1964,3,2023-07-16,56,32,Normal,N
1965,3,2023-07-17,44,28,Normal,N
1966,3,2023-07-18,68,36,Normal,N
1967,3,2023-07-19,88,33,Moderate,N
1968,3,2023-07-20,40,43,Moderate,N
1969,3,2023-07-21,97,32,Normal,N
1970,3,2023-07-22,131,28,Moderate,N
1971,3,2023-07-23,91,38,Normal,N
1972,3,2023-07-24,33,30,Normal,N
1973,3,2023-07-25,56,28,Normal,N
1974,3,2023-07-26,115,28,Normal,N
1975,3,2023-07-27,3,40,Normal,N
1976,3,2023-07-28,74,25,Normal,N
1977,3,2023-07-29,135,42,Normal,N
1978,3,2023-07-30,82,37,Moderate,N
1979,3,2023-07-31,95,41,Moderate,N
1980,3,2023-08-01,91,26,Normal,N
1981,3,2023-08-02,104,41,Normal,N
1982,3,2023-08-03,64,42,Normal,N
1983,3,2023-08-04,78,27,Normal,N
1984,3,2023-08-05,59,40,Normal,N
1985,3,2023-08-06,48,36,Normal,N
1986,3,2023-08-07,103,41,Severe,Y
1987,3,2023-08-08,31,34,Normal,N
1988,3,2023-08-09,35,38,Normal,N
1989,3,2023-08-10,99,28,Normal,N
1990,3,2023-08-11,75,32,Normal,N
1991,3,2023-08-12,57,31,Normal,N
1992,3,2023-08-13,17,37,Normal,N
1993,3,2023-08-14,20,34,Moderate,N
1994,3,2023-08-15,33,36,Normal,N
1995,3,2023-08-16,112,41,Normal,N
1996,3,2023-08-17,137,31,Normal,N
1997,3,2023-08-18,137,30,Moderate,N
1998,3,2023-08-19,68,36,Normal,N
1999,3,2023-08-20,129,29,Normal,N
2000,3,2023-08-21,119,27,Moderate,N
2001,3,2023-08-22,112,27,Moderate,N
2002,3,2023-08-23,125,39,Moderate,N
2003,3,2023-08-24,114,40,Severe,Y
2004,3,2023-08-25,37,30,Normal,N
2005,3,2023-08-26,2,36,Normal,N
2006,3,2023-08-27,28,37,Normal,N
2007,3,2023-08-28,40,26,Normal,N
2008,3,2023-08-29,75,24,Normal,N
2009,3,2023-08-30,70,39,Normal,N
2010,3,2023-08-31,137,26,Normal,N
2011,3,2023-09-01,127,36,Normal,N
2012,3,2023-09-02,67,31,Normal,N
2013,3,2023-09-03,29,40,Severe,Y
2014,3,2023-09-04,30,41,Moderate,N
2015,3,2023-09-05,76,42,Moderate,N
2016,3,2023-09-06,115,30,Normal,N
2017,3,2023-09-07,122,25,Normal,N
2018,3,2023-09-08,54,36,Normal,N
2019,3,2023-09-09,49,30,Moderate,N
2020,3,2023-09-10,66,38,Normal,N
2021,3,2023-09-11,44,28,Severe,Y
2022,3,2023-09-12,38,41,Severe,Y
2023,3,2023-09-13,92,28,Normal,N
2024,3,2023-09-14,74,38,Normal,N
2025,3,2023-09-15,65,33,Normal,N
2026,3,2023-09-16,136,39,Moderate,N
2027,3,2023-09-17,139,41,Severe,Y
2028,3,2023-09-18,24,40,Normal,N
2029,3,2023-09-19,77,43,Normal,N
2030,3,2023-09-20,87,28,Normal,N
2031,3,2023-09-21,123,27,Moderate,N
2032,3,2023-09-22,25,38,Moderate,N
2033,3,2023-09-23,53,27,Normal,N
2034,3,2023-09-24,28,29,Normal,N
2035,3,2023-09-25,16,38,Moderate,N
2036,3,2023-09-26,83,26,Moderate,N
2037,3,2023-09-27,59,32,Normal,N
2038,3,2023-09-28,1,34,Severe,Y
2039,3,2023-09-29,126,27,Moderate,N
2040,3,2023-09-30,132,30,Normal,N
2041,3,2023-10-01,73,32,Normal,N
2042,3,2023-10-02,31,41,Normal,N
2043,3,2023-10-03,120,28,Normal,N
2044,3,2023-10-04,45,40,Moderate,N
2045,3,2023-10-05,65,27,Normal,N
2046,3,2023-10-06,64,29,Normal,N
2047,3,2023-10-07,128,31,Severe,Y
2048,3,2023-10-08,44,29,Moderate,N
2049,3,2023-10-09,53,36,Normal,N
2050,3,2023-10-10,101,26,Normal,N
2051,3,2023-10-11,51,34,Normal,N
2052,3,2023-10-12,2,32,Moderate,N
2053,3,2023-10-13,74,24,Moderate,N
2054,3,2023-10-14,98,39,Moderate,N
2055,3,2023-10-15,105,35,Normal,N
2056,3,2023-10-16,26,40,Normal,N
2057,3,2023-10-17,119,34,Moderate,N
2058,3,2023-10-18,134,27,Normal,N
2059,3,2023-10-19,12,27,Normal,N
2060,3,2023-10-20,136,43,Moderate,N
2061,3,2023-10-21,108,29,Normal,N
2062,3,2023-10-22,46,39,Moderate,N
2063,3,2023-10-23,3,30,Moderate,N
2064,3,2023-10-24,60,41,Moderate,N
2065,3,2023-10-25,27,38,Normal,N
2066,3,2023-10-26,86,41,Moderate,N
2067,3,2023-10-27,117,33,Normal,N
2068,3,2023-10-28,61,36,Normal,N
2069,3,2023-10-29,73,35,Normal,N
2070,3,2023-10-30,89,35,Normal,N
2071,3,2023-10-31,46,41,Severe,Y
2072,3,2023-11-01,138,24,Normal,N
2073,3,2023-11-02,119,35,Moderate,N
2074,3,2023-11-03,90,25,Normal,N
2075,3,2023-11-04,53,27,Moderate,N
2076,3,2023-11-05,105,42,Normal,N
2077,3,2023-11-06,51,35,Normal,N
2078,3,2023-11-07,101,31,Normal,N
2079,3,2023-11-08,21,31,Normal,N
2080,3,2023-11-09,64,34,Normal,N
2081,3,2023-11-10,58,34,Normal,N
2082,3,2023-11-11,79,24,Severe,Y
2083,3,2023-11-12,75,32,Normal,N
2084,3,2023-11-13,76,32,Normal,N
2085,3,2023-11-14,74,38,Moderate,N
2086,3,2023-11-15,111,28,Normal,N
2087,3,2023-11-16,101,34,Severe,Y
2088,3,2023-11-17,23,39,Normal,N
2089,3,2023-11-18,39,26,Severe,Y
2090,3,2023-11-19,126,37,Moderate,N
2091,3,2023-11-20,120,35,Normal,N
2092,3,2023-11-21,139,33,Moderate,N
2093,3,2023-11-22,74,42,Normal,N
2094,3,2023-11-23,117,35,Moderate,N
2095,3,2023-11-24,34,40,Moderate,N
2096,3,2023-11-25,117,26,Normal,N
2097,3,2023-11-26,114,25,Moderate,N
2098,3,2023-11-27,94,38,Severe,Y
2099,3,2023-11-28,39,40,Normal,N
2100,3,2023-11-29,106,35,Moderate,N
2101,3,2023-11-30,48,41,Normal,N
2102,3,2023-12-01,0,32,Normal,N
2103,3,2023-12-02,10,33,Moderate,N
2104,3,2023-12-03,41,41,Normal,N
2105,3,2023-12-04,135,24,Normal,N
2106,3,2023-12-05,112,39,Normal,N
2107,3,2023-12-06,99,33,Severe,Y
2108,3,2023-12-07,18,32,Normal,N
2109,3,2023-12-08,3,24,Severe,Y
2110,3,2023-12-09,99,43,Severe,Y
2111,3,2023-12-10,47,33,Normal,N
2112,3,2023-12-11,21,40,Severe,Y
2113,3,2023-12-12,55,24,Normal,N
2114,3,2023-12-13,61,24,Normal,N
2115,3,2023-12-14,136,39,Normal,N
2116,3,2023-12-15,6,35,Normal,N
2117,3,2023-12-16,33,34,Moderate,N
2118,3,2023-12-17,52,26,Normal,N
2119,3,2023-12-18,7,30,Normal,N
2120,3,2023-12-19,117,36,Normal,N
2121,3,2023-12-20,132,31,Normal,N
2122,3,2023-12-21,68,27,Normal,N
2123,3,2023-12-22,98,30,Normal,N
2124,3,2023-12-23,14,38,Severe,Y
2125,3,2023-12-24,66,32,Normal,N
2126,3,2023-12-25,50,40,Normal,N
2127,3,2023-12-26,16,24,Moderate,N
2128,3,2023-12-27,117,24,Normal,N
2129,3,2023-12-28,0,41,Normal,N
2130,3,2023-12-29,133,32,Severe,Y
2131,3,2023-12-30,77,37,Normal,N
2132,3,2023-12-31,37,38,Normal,N
2133,3,2024-01-01,113,33,Normal,N
2134,3,2024-01-02,4,40,Normal,N
2135,3,2024-01-03,64,31,Moderate,N
2136,3,2024-01-04,125,24,Normal,N
2137,3,2024-01-05,23,38,Severe,Y
2138,3,2024-01-06,75,32,Normal,N
2139,3,2024-01-07,68,25,Moderate,N
2140,3,2024-01-08,11,27,Normal,N
2141,3,2024-01-09,95,27,Normal,N
2142,3,2024-01-10,137,24,Normal,N
