task_id,project_id,wbs_level,task_name,task_category,planned_start_date,planned_end_date,planned_duration_days,task_weight_pct,critical_flag,baseline_sequence_no
11203,6,4,Slab Shuttering and Pouring,Structural,2024-03-22,2024-04-11,20,0.91,Y,44
11204,6,4,Internal Plastering,Finishing,2024-03-19,2024-04-01,13,1.52,N,335
11205,6,2,Backfilling and Compaction,Civil,2022-06-11,2022-06-19,8,1.39,N,340
11206,6,2,Column Casting,Structural,2022-07-14,2022-07-29,15,2.82,N,362
11207,6,4,Floor Tiling,Finishing,2023-06-29,2023-07-25,26,2.76,Y,153
11208,6,1,Site Clearing and Grading,Civil,2023-11-18,2023-12-15,27,1.06,Y,445
11209,6,2,Site Clearing and Grading,Civil,2023-11-28,2023-12-26,28,2.47,Y,113
11210,6,2,Underground Drainage,Plumbing,2024-02-10,2024-03-10,29,2.87,N,377
11211,6,1,Site Clearing and Grading,Civil,2023-04-20,2023-04-30,10,0.61,Y,59
11212,6,2,Panel Installation,Electrical,2023-08-08,2023-09-04,27,0.38,Y,99
11213,6,4,Beam Reinforcement Installation,Structural,2022-03-29,2022-04-10,12,2.23,Y,309
11214,6,4,Footing Reinforcement Fixing,Structural,2022-05-03,2022-05-11,8,0.6,N,478
11215,6,3,Panel Installation,Electrical,2022-03-13,2022-04-18,36,2.21,N,270
11216,6,1,Floor Tiling,Finishing,2022-04-14,2022-05-16,32,2.53,Y,55
11217,6,4,Water Supply Line Installation,Plumbing,2023-03-29,2023-04-05,7,0.46,Y,125
11218,6,2,Internal Plastering,Finishing,2022-03-04,2022-03-23,19,1.13,Y,11
11219,6,4,Site Clearing and Grading,Civil,2023-02-09,2023-02-20,11,2.57,Y,18
11220,6,2,Slab Shuttering and Pouring,Structural,2024-04-21,2024-05-18,27,0.33,Y,268
11221,6,2,Water Supply Line Installation,Plumbing,2022-08-18,2022-09-16,29,0.98,N,492
11222,6,2,Water Supply Line Installation,Plumbing,2023-06-09,2023-06-23,14,0.5,N,401
11223,6,4,Beam Reinforcement Installation,Structural,2023-02-21,2023-03-30,37,1.63,Y,289
11224,6,3,Conduit Laying,Electrical,2022-03-31,2022-05-02,32,1.01,Y,447
11225,6,2,Floor Tiling,Finishing,2023-04-21,2023-05-31,40,1.72,N,102
11226,6,3,Water Supply Line Installation,Plumbing,2024-04-06,2024-05-09,33,2.18,Y,68
11227,6,1,Floor Tiling,Finishing,2023-12-29,2024-01-08,10,0.79,N,366
11228,6,3,Beam Reinforcement Installation,Structural,2023-02-21,2023-03-03,10,0.92,Y,121
11229,6,4,Conduit Laying,Electrical,2023-08-28,2023-09-10,13,2.35,N,6
11230,6,3,Cable Pulling,Electrical,2023-08-05,2023-09-12,38,0.82,N,355
11231,6,3,Column Casting,Structural,2023-01-10,2023-02-17,38,1.65,Y,215
11232,6,1,Footing Reinforcement Fixing,Structural,2024-01-13,2024-02-20,38,1.52,N,285
11233,6,2,Underground Drainage,Plumbing,2022-06-03,2022-07-02,29,1.96,Y,224
11234,6,2,Slab Shuttering and Pouring,Structural,2023-06-19,2023-07-19,30,0.67,N,400
11235,6,1,Cable Pulling,Electrical,2023-10-22,2023-11-19,28,2.96,Y,159
11236,6,1,Conduit Laying,Electrical,2022-09-04,2022-09-26,22,2.35,N,112
11237,6,4,Footing Reinforcement Fixing,Structural,2023-05-16,2023-06-07,22,2.28,Y,49
11238,6,1,Conduit Laying,Electrical,2022-04-24,2022-05-31,37,2.9,N,106
11239,6,2,Conduit Laying,Electrical,2022-12-23,2023-01-28,36,1.73,N,480
11240,6,2,Site Clearing and Grading,Civil,2023-06-28,2023-07-11,13,1.97,Y,221
11241,6,2,Site Clearing and Grading,Civil,2024-01-02,2024-01-25,23,1.87,N,499
11242,6,3,Cable Pulling,Electrical,2022-06-01,2022-06-25,24,0.47,Y,339
11243,6,3,Painting and Polishing,Finishing,2022-10-17,2022-10-27,10,0.9,Y,290
11244,6,1,Cable Pulling,Electrical,2023-06-11,2023-06-25,14,1.81,N,231
11245,6,3,Cable Pulling,Electrical,2023-02-17,2023-03-23,34,1.52,N,118
11246,6,4,Cable Pulling,Electrical,2024-04-23,2024-05-03,10,1.1,Y,104
11247,6,2,Excavation for Foundations,Civil,2024-01-18,2024-02-11,24,1.19,Y,369
11248,6,4,Panel Installation,Electrical,2024-04-04,2024-04-19,15,2.76,N,141
11249,6,3,Underground Drainage,Plumbing,2023-08-09,2023-09-18,40,0.57,Y,204
11250,6,1,Underground Drainage,Plumbing,2022-07-10,2022-07-25,15,0.97,N,268
11251,6,1,Column Casting,Structural,2023-08-08,2023-09-14,37,1.62,N,493
11252,6,3,Internal Plastering,Finishing,2023-04-01,2023-05-10,39,1.75,Y,350
11253,6,3,Underground Drainage,Plumbing,2022-07-23,2022-08-06,14,1.02,N,406
11254,6,1,Underground Drainage,Plumbing,2023-08-06,2023-08-27,21,1.17,Y,368
11255,6,4,Panel Installation,Electrical,2023-10-29,2023-11-25,27,1.11,Y,190
11256,6,3,Beam Reinforcement Installation,Structural,2023-03-13,2023-04-06,24,1.36,N,80
11257,6,2,Conduit Laying,Electrical,2023-07-16,2023-07-29,13,1.41,Y,137
11258,6,4,Underground Drainage,Plumbing,2022-12-11,2022-12-31,20,1.16,Y,127
11259,6,2,Panel Installation,Electrical,2022-07-17,2022-08-04,18,1.61,N,471
11260,6,2,Floor Tiling,Finishing,2024-01-21,2024-02-17,27,2.33,Y,214
11261,6,1,Water Supply Line Installation,Plumbing,2023-03-17,2023-04-15,29,0.92,Y,254
11262,6,4,Beam Reinforcement Installation,Structural,2023-10-10,2023-11-15,36,2.98,Y,118
11263,6,1,Underground Drainage,Plumbing,2023-11-20,2023-12-18,28,1.09,N,478
11264,6,1,Floor Tiling,Finishing,2023-06-17,2023-07-12,25,1.86,N,302
11265,6,2,Beam Reinforcement Installation,Structural,2022-06-28,2022-07-28,30,1.32,N,431
11266,6,1,Panel Installation,Electrical,2024-01-07,2024-02-16,40,2.13,Y,58
11267,6,2,Water Supply Line Installation,Plumbing,2023-06-26,2023-07-11,15,1.47,N,238
11268,6,4,Internal Road Works,Civil,2024-02-02,2024-02-17,15,1.95,Y,454
11269,6,1,Conduit Laying,Electrical,2022-08-05,2022-08-21,16,2.36,Y,379
11270,6,3,Floor Tiling,Finishing,2022-03-11,2022-03-24,13,2.45,N,163
11271,6,3,Backfilling and Compaction,Civil,2024-03-07,2024-03-19,12,1.29,N,114
11272,6,4,Water Supply Line Installation,Plumbing,2022-09-30,2022-10-19,19,1.9,N,160
11273,6,4,Beam Reinforcement Installation,Structural,2022-09-30,2022-10-13,13,1.01,N,387
11274,6,2,Panel Installation,Electrical,2022-07-10,2022-08-10,31,0.32,N,182
11275,6,4,Excavation for Foundations,Civil,2022-03-26,2022-04-21,26,2.82,Y,362
11276,6,4,Conduit Laying,Electrical,2024-01-06,2024-02-03,28,2.47,Y,426
11277,6,4,Painting and Polishing,Finishing,2023-06-20,2023-07-07,17,1.63,N,292
11278,6,4,Water Supply Line Installation,Plumbing,2023-01-24,2023-02-13,20,2.14,N,3
11279,6,1,Internal Road Works,Civil,2023-02-10,2023-03-16,34,2.34,N,476
11280,6,3,Internal Plastering,Finishing,2023-09-24,2023-10-14,20,2.25,Y,386
11281,6,2,Water Supply Line Installation,Plumbing,2023-11-11,2023-11-25,14,2.61,Y,370
11282,6,3,Beam Reinforcement Installation,Structural,2023-06-04,2023-07-13,39,2.43,N,220
11283,6,2,Underground Drainage,Plumbing,2024-02-22,2024-03-11,18,2.38,N,316
11284,6,3,Painting and Polishing,Finishing,2023-12-13,2024-01-09,27,1.92,Y,190
11285,6,1,Underground Drainage,Plumbing,2022-11-29,2022-12-20,21,1.14,Y,269
11286,6,4,Excavation for Foundations,Civil,2024-04-11,2024-05-12,31,2.97,N,229
11287,6,3,Slab Shuttering and Pouring,Structural,2023-04-21,2023-05-16,25,2.79,Y,211
11288,6,3,Footing Reinforcement Fixing,Structural,2022-08-22,2022-09-03,12,2.84,Y,448
11289,6,1,Water Supply Line Installation,Plumbing,2022-09-28,2022-10-21,23,2.6,N,375
11290,6,3,Footing Reinforcement Fixing,Structural,2024-04-01,2024-04-30,29,0.8,Y,167
11291,6,2,Panel Installation,Electrical,2024-03-14,2024-04-13,30,2.32,N,101
11292,6,4,Site Clearing and Grading,Civil,2023-09-03,2023-10-06,33,0.32,N,316
11293,6,4,Floor Tiling,Finishing,2023-02-11,2023-03-05,22,1.91,Y,423
11294,6,4,Internal Plastering,Finishing,2023-04-14,2023-04-29,15,2.58,N,100
11295,6,3,Conduit Laying,Electrical,2022-03-26,2022-04-08,13,1.02,Y,232
11296,6,3,Conduit Laying,Electrical,2023-03-04,2023-03-15,11,1.26,Y,150
11297,6,1,Internal Road Works,Civil,2023-10-02,2023-11-09,38,0.66,Y,164
11298,6,1,Conduit Laying,Electrical,2022-11-23,2022-12-09,16,0.73,N,366
11299,6,4,Site Clearing and Grading,Civil,2023-02-11,2023-02-20,9,1.88,N,204
11300,6,3,Cable Pulling,Electrical,2023-09-15,2023-10-14,29,1.21,N,462
11301,6,4,Footing Reinforcement Fixing,Structural,2023-02-14,2023-03-05,19,0.9,Y,297
11302,6,2,Internal Plastering,Finishing,2022-06-14,2022-07-22,38,0.95,Y,248
11303,7,4,Floor Tiling,Finishing,2023-04-13,2023-05-07,24,2.81,Y,373
11304,7,2,Water Supply Line Installation,Plumbing,2022-08-13,2022-09-14,32,2.37,N,269
11305,7,4,Underground Drainage,Plumbing,2022-11-21,2022-12-30,39,2.46,N,382
11306,7,1,Cable Pulling,Electrical,2023-01-23,2023-02-17,25,2.92,Y,253
11307,7,1,Conduit Laying,Electrical,2023-11-30,2023-12-11,11,1.91,N,385
11308,7,2,Water Supply Line Installation,Plumbing,2022-08-24,2022-09-20,27,1.75,Y,231
11309,7,1,Backfilling and Compaction,Civil,2023-08-13,2023-09-21,39,1.77,Y,118
11310,7,1,Beam Reinforcement Installation,Structural,2022-10-21,2022-11-02,12,1.8,Y,379
11311,7,2,Footing Reinforcement Fixing,Structural,2022-07-28,2022-08-25,28,2.15,N,113
11312,7,3,Site Clearing and Grading,Civil,2022-09-28,2022-10-16,18,1.53,N,260
11313,7,1,Backfilling and Compaction,Civil,2023-05-21,2023-06-02,12,0.31,N,488
11314,7,3,Beam Reinforcement Installation,Structural,2022-10-26,2022-11-09,14,1.98,Y,72
11315,7,3,Underground Drainage,Plumbing,2024-01-16,2024-01-30,14,2.59,N,17
11316,7,1,Floor Tiling,Finishing,2022-09-24,2022-10-25,31,0.99,Y,131
11317,7,2,Column Casting,Structural,2022-11-01,2022-11-27,26,1.25,Y,354
11318,7,3,Internal Road Works,Civil,2023-10-24,2023-11-06,13,1.07,Y,216
11319,7,3,Floor Tiling,Finishing,2024-01-12,2024-01-22,10,0.5,Y,305
11320,7,1,Backfilling and Compaction,Civil,2023-05-19,2023-06-22,34,2.96,N,484
11321,7,4,Internal Road Works,Civil,2023-12-01,2023-12-15,14,2.07,Y,434
11322,7,4,Underground Drainage,Plumbing,2022-11-26,2022-12-09,13,0.48,Y,162
11323,7,1,Water Supply Line Installation,Plumbing,2022-12-14,2023-01-17,34,0.79,N,474
11324,7,1,Painting and Polishing,Finishing,2023-05-01,2023-05-28,27,0.36,N,352
11325,7,2,Excavation for Foundations,Civil,2024-02-11,2024-03-06,24,1.73,Y,162
11326,7,4,Footing Reinforcement Fixing,Structural,2023-03-21,2023-04-14,24,1.61,N,482
11327,7,2,Backfilling and Compaction,Civil,2023-09-13,2023-10-09,26,2.32,Y,473
11328,7,2,Footing Reinforcement Fixing,Structural,2023-07-21,2023-08-04,14,2.04,N,82
11329,7,4,Underground Drainage,Plumbing,2023-06-24,2023-07-05,11,1.67,Y,350
11330,7,1,Internal Plastering,Finishing,2023-12-11,2023-12-20,9,2.24,N,101
11331,7,3,Underground Drainage,Plumbing,2022-10-28,2022-11-12,15,1.58,N,357
11332,7,3,Backfilling and Compaction,Civil,2023-07-04,2023-07-19,15,0.51,N,488
11333,7,3,Beam Reinforcement Installation,Structural,2023-11-20,2023-12-03,13,2.26,Y,224
11334,7,2,Excavation for Foundations,Civil,2024-02-17,2024-03-28,40,0.84,N,316
11335,7,3,Beam Reinforcement Installation,Structural,2023-06-21,2023-07-13,22,1.35,Y,302
11336,7,4,Water Supply Line Installation,Plumbing,2022-05-14,2022-05-27,13,2.23,N,232
11337,7,4,Underground Drainage,Plumbing,2023-07-18,2023-07-30,12,2.35,Y,405
11338,7,3,Conduit Laying,Electrical,2022-07-29,2022-08-21,23,1.24,Y,435
11339,7,2,Panel Installation,Electrical,2023-12-14,2023-12-23,9,2.19,N,67
11340,7,3,Underground Drainage,Plumbing,2024-01-26,2024-02-05,10,1.4,N,61
11341,7,4,Backfilling and Compaction,Civil,2022-07-25,2022-08-24,30,2.29,N,356
11342,7,2,Excavation for Foundations,Civil,2023-08-27,2023-09-19,23,0.69,Y,189
11343,7,1,Floor Tiling,Finishing,2022-09-13,2022-10-23,40,2.66,N,163
11344,7,2,Water Supply Line Installation,Plumbing,2023-07-11,2023-07-27,16,2.31,Y,126
11345,7,3,Slab Shuttering and Pouring,Structural,2023-03-29,2023-04-10,12,1.0,N,301
11346,7,2,Cable Pulling,Electrical,2022-09-23,2022-10-11,18,1.44,Y,88
11347,7,4,Slab Shuttering and Pouring,Structural,2022-05-25,2022-06-04,10,1.37,Y,243
11348,7,2,Conduit Laying,Electrical,2022-10-22,2022-11-20,29,0.59,Y,194
11349,7,2,Panel Installation,Electrical,2023-09-20,2023-10-02,12,1.38,N,391
11350,7,3,Water Supply Line Installation,Plumbing,2023-04-13,2023-05-23,40,0.57,Y,304
11351,7,4,Internal Road Works,Civil,2023-06-06,2023-07-08,32,1.5,Y,487
11352,7,2,Backfilling and Compaction,Civil,2023-03-17,2023-04-05,19,2.5,N,42
11353,7,2,Footing Reinforcement Fixing,Structural,2022-12-31,2023-02-03,34,1.92,Y,78
11354,7,4,Backfilling and Compaction,Civil,2022-12-17,2023-01-09,23,1.39,N,302
11355,7,2,Slab Shuttering and Pouring,Structural,2023-05-10,2023-06-14,35,2.35,N,383
11356,7,3,Internal Plastering,Finishing,2022-07-08,2022-07-26,18,2.77,Y,119
11357,7,3,Water Supply Line Installation,Plumbing,2023-12-05,2023-12-14,9,0.62,Y,34
11358,7,4,Conduit Laying,Electrical,2022-08-17,2022-09-05,19,2.49,Y,453
11359,7,1,Conduit Laying,Electrical,2023-03-30,2023-04-18,19,2.67,N,200
11360,7,3,Water Supply Line Installation,Plumbing,2023-12-11,2024-01-02,22,0.73,N,344
11361,7,4,Water Supply Line Installation,Plumbing,2022-09-01,2022-09-29,28,2.17,N,253
11362,7,4,Beam Reinforcement Installation,Structural,2023-02-11,2023-03-23,40,2.22,N,212
11363,7,4,Backfilling and Compaction,Civil,2022-11-08,2022-12-01,23,1.62,N,440
11364,7,4,Excavation for Foundations,Civil,2022-06-05,2022-07-07,32,1.14,Y,157
11365,7,2,Water Supply Line Installation,Plumbing,2022-07-06,2022-07-15,9,0.7,N,266
11366,7,2,Water Supply Line Installation,Plumbing,2023-03-04,2023-04-08,35,1.49,Y,7
11367,7,3,Underground Drainage,Plumbing,2022-12-26,2023-01-02,7,0.31,N,462
11368,7,3,Conduit Laying,Electrical,2022-08-25,2022-09-06,12,1.76,Y,228
11369,7,1,Underground Drainage,Plumbing,2023-09-15,2023-10-09,24,0.87,Y,419
11370,7,1,Cable Pulling,Electrical,2023-06-16,2023-06-29,13,2.53,Y,352
11371,7,3,Excavation for Foundations,Civil,2023-07-13,2023-08-09,27,0.41,N,178
11372,7,3,Floor Tiling,Finishing,2023-06-16,2023-07-16,30,0.93,N,172
11373,7,3,Beam Reinforcement Installation,Structural,2023-10-09,2023-11-08,30,2.12,Y,220
11374,7,2,Floor Tiling,Finishing,2023-02-12,2023-03-14,30,1.83,N,103
11375,7,4,Internal Plastering,Finishing,2022-12-26,2023-01-16,21,1.97,Y,47
11376,7,3,Backfilling and Compaction,Civil,2023-07-30,2023-08-20,21,1.3,Y,431
11377,7,4,Internal Road Works,Civil,2023-04-13,2023-04-20,7,2.11,N,307
11378,7,2,Floor Tiling,Finishing,2022-06-27,2022-07-27,30,2.54,N,217
11379,7,3,Footing Reinforcement Fixing,Structural,2023-09-08,2023-10-10,32,1.47,N,152
11380,7,1,Painting and Polishing,Finishing,2023-06-29,2023-08-01,33,0.61,Y,228
11381,7,3,Water Supply Line Installation,Plumbing,2024-02-14,2024-03-20,35,0.38,Y,367
11382,7,3,Internal Road Works,Civil,2022-06-29,2022-08-06,38,2.2,Y,294
11383,7,4,Internal Plastering,Finishing,2023-03-13,2023-04-04,22,0.55,N,381
11384,7,2,Internal Road Works,Civil,2023-03-04,2023-03-25,21,2.55,N,141
11385,7,4,Underground Drainage,Plumbing,2022-06-06,2022-06-16,10,2.01,N,55
11386,7,4,Site Clearing and Grading,Civil,2023-05-07,2023-06-03,27,2.39,Y,464
11387,7,2,Internal Road Works,Civil,2022-06-11,2022-06-18,7,1.39,N,68
11388,7,3,Floor Tiling,Finishing,2023-11-10,2023-12-14,34,0.7,Y,86
11389,7,1,Internal Plastering,Finishing,2023-10-30,2023-11-24,25,1.66,Y,383
11390,7,2,Conduit Laying,Electrical,2023-11-19,2023-12-20,31,2.19,Y,210
11391,7,2,Underground Drainage,Plumbing,2023-09-02,2023-09-15,13,2.28,N,171
11392,7,4,Column Casting,Structural,2023-02-07,2023-02-21,14,0.95,N,57
11393,7,1,Footing Reinforcement Fixing,Structural,2022-09-26,2022-10-17,21,0.63,Y,72
11394,7,4,Panel Installation,Electrical,2023-07-25,2023-08-04,10,2.07,Y,149
11395,7,1,Internal Plastering,Finishing,2023-08-19,2023-09-27,39,1.53,N,23
11396,7,2,Slab Shuttering and Pouring,Structural,2023-11-21,2023-12-25,34,2.05,Y,251
11397,7,2,Water Supply Line Installation,Plumbing,2023-01-23,2023-02-26,34,0.86,N,425
11398,7,4,Slab Shuttering and Pouring,Structural,2023-02-16,2023-03-27,39,1.27,Y,165
11399,7,1,Cable Pulling,Electrical,2022-10-21,2022-11-25,35,2.1,Y,350
11400,7,1,Panel Installation,Electrical,2023-06-27,2023-07-19,22,2.8,N,385
11401,7,1,Cable Pulling,Electrical,2022-11-17,2022-12-23,36,1.93,N,118
11402,7,2,Beam Reinforcement Installation,Structural,2023-10-23,2023-11-27,35,1.1,N,55
11403,7,3,Panel Installation,Electrical,2023-11-15,2023-11-24,9,0.66,N,216
11404,7,4,Panel Installation,Electrical,2023-12-03,2024-01-03,31,0.82,N,187
11405,7,4,Water Supply Line Installation,Plumbing,2022-05-26,2022-07-01,36,1.72,N,102
11406,7,1,Site Clearing and Grading,Civil,2023-11-30,2023-12-15,15,2.28,N,261
11407,7,4,Water Supply Line Installation,Plumbing,2022-11-20,2022-12-23,33,1.23,N,187
11408,7,1,Beam Reinforcement Installation,Structural,2024-02-13,2024-03-24,40,2.32,N,380
11409,7,4,Floor Tiling,Finishing,2023-12-27,2024-01-17,21,1.53,Y,372
11410,7,3,Painting and Polishing,Finishing,2023-01-15,2023-02-05,21,2.07,N,144
11411,7,2,Painting and Polishing,Finishing,2022-06-14,2022-06-22,8,1.71,Y,159
11412,7,2,Panel Installation,Electrical,2022-11-15,2022-12-24,39,1.41,Y,119
11413,7,3,Cable Pulling,Electrical,2022-08-10,2022-09-04,25,2.16,Y,75
11414,7,2,Underground Drainage,Plumbing,2023-03-15,2023-04-06,22,0.67,Y,473
11415,7,2,Painting and Polishing,Finishing,2023-09-17,2023-10-07,20,2.28,N,54
11416,7,4,Painting and Polishing,Finishing,2022-12-21,2023-01-17,27,0.59,Y,268
11417,7,2,Cable Pulling,Electrical,2022-11-23,2022-12-15,22,1.62,Y,148
11418,7,2,Footing Reinforcement Fixing,Structural,2022-05-31,2022-07-04,34,1.4,N,133
11419,7,2,Water Supply Line Installation,Plumbing,2023-09-18,2023-10-08,20,0.34,N,188
11420,7,2,Cable Pulling,Electrical,2023-05-25,2023-06-26,32,0.68,N,412
11421,7,1,Cable Pulling,Electrical,2023-01-03,2023-01-22,19,0.91,N,334
11422,7,1,Painting and Polishing,Finishing,2023-05-25,2023-06-15,21,0.89,N,214
11423,7,2,Excavation for Foundations,Civil,2024-02-24,2024-03-12,17,2.08,Y,390
11424,7,2,Floor Tiling,Finishing,2023-08-19,2023-08-29,10,1.91,N,357
11425,7,3,Water Supply Line Installation,Plumbing,2022-06-11,2022-06-20,9,2.6,N,84
11426,7,1,Internal Road Works,Civil,2023-07-29,2023-08-14,16,2.66,Y,178
11427,7,2,Column Casting,Structural,2022-10-19,2022-11-24,36,0.38,N,216
11428,7,3,Water Supply Line Installation,Plumbing,2022-08-16,2022-09-02,17,2.02,Y,146
11429,7,4,Conduit Laying,Electrical,2024-02-21,2024-03-07,15,0.78,N,137
11430,7,2,Footing Reinforcement Fixing,Structural,2023-10-21,2023-11-03,13,1.42,N,89
11431,7,2,Internal Road Works,Civil,2023-04-19,2023-05-22,33,1.62,N,355
11432,7,3,Site Clearing and Grading,Civil,2023-12-05,2024-01-06,32,1.54,N,470
11433,7,4,Backfilling and Compaction,Civil,2024-01-26,2024-02-16,21,2.88,Y,157
11434,7,1,Internal Plastering,Finishing,2023-11-17,2023-11-26,9,1.33,Y,368
11435,7,3,Floor Tiling,Finishing,2024-01-09,2024-02-03,25,1.94,N,60
11436,7,4,Internal Road Works,Civil,2023-02-04,2023-03-02,26,2.41,N,57
11437,7,4,Water Supply Line Installation,Plumbing,2023-05-27,2023-06-04,8,1.97,N,396
11438,7,2,Footing Reinforcement Fixing,Structural,2023-07-27,2023-08-15,19,1.83,Y,163
11439,7,1,Painting and Polishing,Finishing,2022-12-27,2023-01-29,33,1.43,Y,305
11440,7,3,Underground Drainage,Plumbing,2022-12-04,2022-12-13,9,1.75,N,331
11441,7,3,Water Supply Line Installation,Plumbing,2023-05-13,2023-06-07,25,1.07,N,131
11442,7,4,Water Supply Line Installation,Plumbing,2022-06-12,2022-07-01,19,2.19,Y,187
11443,7,3,Site Clearing and Grading,Civil,2024-01-11,2024-02-20,40,2.28,Y,336
11444,7,3,Site Clearing and Grading,Civil,2022-06-27,2022-07-25,28,2.64,Y,365
11445,7,3,Beam Reinforcement Installation,Structural,2023-09-10,2023-09-21,11,2.6,N,47
11446,7,3,Site Clearing and Grading,Civil,2024-01-18,2024-02-22,35,1.25,Y,141
11447,7,3,Column Casting,Structural,2023-06-16,2023-07-22,36,2.78,N,175
11448,7,3,Water Supply Line Installation,Plumbing,2022-10-30,2022-11-29,30,1.9,N,134
11449,7,3,Footing Reinforcement Fixing,Structural,2023-12-16,2024-01-19,34,1.16,Y,307
11450,7,4,Water Supply Line Installation,Plumbing,2022-06-01,2022-06-25,24,1.71,N,420
11451,7,2,Cable Pulling,Electrical,2022-08-29,2022-09-26,28,0.57,Y,489
11452,7,3,Floor Tiling,Finishing,2023-03-30,2023-04-19,20,1.77,Y,315
11453,7,1,Internal Plastering,Finishing,2022-11-15,2022-12-18,33,0.82,N,317
11454,7,4,Internal Road Works,Civil,2022-12-19,2023-01-26,38,2.93,Y,478
11455,7,4,Water Supply Line Installation,Plumbing,2022-08-04,2022-08-25,21,2.34,Y,87
11456,7,3,Slab Shuttering and Pouring,Structural,2023-08-16,2023-09-04,19,1.2,N,407
11457,7,3,Excavation for Foundations,Civil,2024-01-16,2024-02-09,24,1.74,N,488
11458,7,3,Beam Reinforcement Installation,Structural,2023-04-23,2023-05-20,27,2.14,Y,197
11459,7,2,Internal Road Works,Civil,2023-05-07,2023-06-06,30,1.69,Y,284
11460,7,3,Excavation for Foundations,Civil,2023-04-14,2023-05-09,25,1.1,N,273
11461,7,1,Water Supply Line Installation,Plumbing,2023-11-01,2023-12-03,32,1.78,N,49
11462,7,1,Column Casting,Structural,2022-09-24,2022-10-06,12,1.07,Y,280
11463,7,2,Underground Drainage,Plumbing,2023-12-19,2024-01-02,14,2.34,N,149
11464,7,1,Internal Plastering,Finishing,2023-07-26,2023-08-21,26,2.69,N,72
11465,7,1,Water Supply Line Installation,Plumbing,2022-12-27,2023-01-26,30,2.09,N,61
11466,7,4,Panel Installation,Electrical,2023-06-11,2023-06-21,10,1.12,N,349
11467,7,2,Beam Reinforcement Installation,Structural,2023-04-03,2023-04-15,12,0.88,Y,271
11468,7,2,Panel Installation,Electrical,2024-02-06,2024-02-22,16,0.57,N,177
11469,7,2,Floor Tiling,Finishing,2023-06-25,2023-07-06,11,0.45,Y,417
11470,7,1,Painting and Polishing,Finishing,2022-07-10,2022-08-18,39,1.07,Y,212
11471,7,4,Painting and Polishing,Finishing,2023-04-27,2023-06-04,38,0.89,Y,321
11472,7,1,Cable Pulling,Electrical,2024-02-22,2024-04-02,40,1.88,N,247
11473,7,4,Underground Drainage,Plumbing,2023-03-20,2023-04-18,29,2.06,Y,284
11474,7,4,Cable Pulling,Electrical,2022-11-10,2022-12-13,33,0.77,Y,132
11475,7,2,Underground Drainage,Plumbing,2022-08-24,2022-09-12,19,0.45,Y,242
11476,7,1,Internal Road Works,Civil,2022-06-02,2022-06-13,11,0.67,N,362
11477,7,2,Floor Tiling,Finishing,2023-02-01,2023-03-01,28,1.72,N,172
11478,7,4,Backfilling and Compaction,Civil,2023-02-19,2023-03-12,21,2.38,N,123
11479,7,1,Cable Pulling,Electrical,2022-10-29,2022-11-06,8,0.85,Y,45
11480,7,3,Water Supply Line Installation,Plumbing,2023-06-20,2023-07-27,37,0.37,Y,272
11481,7,2,Water Supply Line Installation,Plumbing,2022-11-16,2022-11-25,9,1.84,Y,92
11482,7,2,Conduit Laying,Electrical,2023-12-28,2024-01-30,33,1.26,Y,444
11483,7,4,Panel Installation,Electrical,2023-03-14,2023-04-06,23,2.17,Y,6
11484,7,4,Excavation for Foundations,Civil,2022-09-04,2022-09-30,26,2.61,Y,165
11485,7,4,Water Supply Line Installation,Plumbing,2023-08-02,2023-09-10,39,1.67,N,64
11486,7,2,Cable Pulling,Electrical,2023-10-16,2023-11-15,30,0.88,Y,36
11487,7,2,Backfilling and Compaction,Civil,2023-10-19,2023-11-15,27,2.31,N,254
11488,7,2,Painting and Polishing,Finishing,2022-09-19,2022-10-19,30,2.91,Y,183
11489,7,4,Conduit Laying,Electrical,2022-10-26,2022-11-17,22,2.66,Y,478
11490,7,1,Column Casting,Structural,2022-12-20,2023-01-27,38,2.48,Y,498
11491,7,4,Underground Drainage,Plumbing,2023-10-14,2023-11-05,22,2.3,N,142
11492,8,1,Slab Shuttering and Pouring,Structural,2023-02-08,2023-02-20,12,2.3,N,223
11493,8,2,Internal Plastering,Finishing,2023-10-26,2023-11-22,27,2.91,Y,104
11494,8,3,Underground Drainage,Plumbing,2024-02-17,2024-02-29,12,1.21,N,222
11495,8,4,Panel Installation,Electrical,2023-06-28,2023-07-24,26,2.3,Y,408
11496,8,3,Painting and Polishing,Finishing,2022-10-23,2022-11-18,26,2.96,N,227
11497,8,3,Painting and Polishing,Finishing,2023-04-15,2023-04-30,15,2.31,Y,495
11498,8,4,Panel Installation,Electrical,2023-12-21,2024-01-29,39,1.37,Y,483
11499,8,1,Backfilling and Compaction,Civil,2023-07-24,2023-08-17,24,2.77,N,220
11500,8,4,Internal Road Works,Civil,2022-12-01,2022-12-11,10,2.82,Y,142
11501,8,2,Backfilling and Compaction,Civil,2023-07-16,2023-08-02,17,0.66,N,182
11502,8,1,Footing Reinforcement Fixing,Structural,2022-09-26,2022-10-24,28,2.05,Y,53
11503,8,2,Beam Reinforcement Installation,Structural,2023-02-01,2023-03-10,37,2.36,N,306
11504,8,4,Water Supply Line Installation,Plumbing,2024-02-14,2024-03-05,20,0.87,Y,160
11505,8,3,Footing Reinforcement Fixing,Structural,2023-07-27,2023-08-31,35,2.97,N,310
