dependency_id,project_id,predecessor_task_id,successor_task_id,dependency_type,lag_days,critical_dependency_flag
796,27,15392,15523,FF,2,Y
797,26,15675,15274,FF,1,Y
798,16,13395,13275,FF,5,N
799,18,11541,13587,SS,5,Y
800,9,12594,11869,SS,3,Y
801,22,13826,14526,SS,0,N
802,26,14219,15314,FS,0,Y
803,9,15093,11772,FS,1,N
804,3,13188,10562,SS,4,N
805,4,11317,10724,FF,1,Y
806,13,13836,12617,FF,3,N
807,3,10860,10616,SS,4,Y
808,13,11934,12737,SS,0,Y
809,13,12612,12702,FF,4,N
810,1,13432,10029,FS,1,Y
811,26,15085,15265,FF,4,Y
812,9,13388,11727,SS,0,Y
813,12,12175,12355,FF,4,Y
814,14,10054,12782,SS,2,N
815,8,12950,11671,SS,1,N
816,25,14220,15031,FS,2,Y
817,16,14977,13252,FS,4,Y
818,28,10075,15626,FS,0,Y
819,24,11824,14809,FF,4,Y
820,17,11191,13454,FF,0,N
821,10,11549,11931,FF,1,Y
822,5,10649,10934,SS,0,Y
823,10,11028,11906,SS,1,Y
824,17,15644,13427,SS,0,N
825,4,13988,10729,SS,5,Y
826,1,11019,10005,FF,5,N
827,25,12174,15183,FF,1,Y
828,4,11377,10767,SS,4,Y
829,4,11461,10723,SS,5,N
830,28,11115,15720,SS,3,N
831,5,14579,10992,SS,1,N
832,3,13733,10623,FF,2,N
833,18,10560,13719,FS,2,N
834,6,14358,11282,SS,1,Y
835,9,15671,11819,FF,3,N
836,18,15287,13695,FF,1,N
837,22,10738,14513,FF,4,Y
838,26,10292,15283,FS,3,N
839,14,12665,12778,FS,3,Y
840,28,12688,15741,FS,4,Y
841,1,15681,10163,SS,0,Y
842,12,10333,12484,SS,0,Y
843,14,11918,12865,FF,2,N
844,17,11829,13458,FS,4,Y
845,17,14860,13461,FS,2,Y
846,2,11056,10359,FF,3,Y
847,24,11464,14968,FS,1,N
848,11,12269,12202,FS,3,Y
849,11,12722,12205,FF,0,N
850,26,14533,15331,SS,0,N
851,26,14138,15367,FS,1,Y
852,11,14682,12168,FS,0,N
853,18,12322,13630,FS,3,N
854,14,15138,12879,SS,2,Y
855,5,13500,10893,FF,2,Y
856,10,11013,12121,FS,0,N
857,19,11877,13805,FF,0,N
858,7,13302,11336,SS,1,Y
859,13,12338,12566,FS,1,Y
860,21,13615,14247,FS,1,Y
861,6,11766,11123,FS,1,N
862,5,15658,10905,FF,5,Y
863,10,10562,12078,SS,4,N
864,14,14748,12925,FS,4,Y
865,10,11467,11975,SS,3,N
866,16,11415,13195,FS,5,N
867,21,10259,14362,FS,5,N
868,6,14211,11290,FF,5,Y
869,6,13719,11138,SS,5,Y
870,22,15654,14446,SS,0,N
871,6,15182,11229,FF,3,N
872,21,13314,14239,FF,1,Y
873,19,12636,13837,SS,3,Y
874,10,11646,12013,FS,3,Y
875,26,12656,15288,SS,3,N
876,10,13101,12001,FS,5,N
877,10,11883,11910,FF,4,N
878,23,12433,14714,FS,2,N
879,7,10053,11353,FF,5,Y
880,7,14385,11343,SS,0,N
881,23,10716,14728,FS,1,Y
882,4,11656,10700,SS,0,Y
883,8,10118,11499,SS,0,N
884,18,12188,13649,FS,0,N
885,8,12926,11498,FF,1,N
886,4,10348,10826,SS,1,Y
887,25,14973,15019,FF,2,N
888,12,13806,12344,FF,5,Y
889,5,15442,10890,FF,2,Y
890,25,10678,15044,FS,5,N
891,26,11717,15221,SS,0,N
892,12,10875,12424,SS,0,Y
893,8,12585,11565,FF,2,Y
894,11,13186,12269,SS,0,N
895,7,14236,11356,FS,2,N
896,16,10909,13264,FF,1,N
897,18,10207,13648,FF,5,Y
898,7,12837,11374,FF,3,N
899,4,13947,10761,FF,1,Y
900,15,10397,13022,FS,5,N
901,4,11225,10771,FS,2,N
902,16,10065,13124,SS,1,Y
903,8,13843,11543,FS,1,Y
904,10,12708,11962,SS,2,N
905,23,10651,14630,SS,2,N
906,8,11897,11547,FF,0,Y
907,10,14924,11902,FS,5,N
908,18,11716,13536,FF,5,Y
909,8,10865,11715,SS,3,Y
910,10,13681,12017,SS,0,Y
911,16,13330,13171,SS,1,Y
912,5,10728,10986,SS,0,Y
913,27,13493,15430,SS,4,N
914,14,12450,12780,SS,1,Y
915,21,14611,14273,FS,3,Y
916,15,13621,13095,SS,3,N
917,6,14812,11116,SS,2,N
918,20,12981,14159,FS,0,N
919,11,15189,12124,SS,1,N
920,4,15045,10681,SS,4,Y
921,8,10598,11699,FF,5,Y
922,28,12490,15690,SS,5,N
923,22,14248,14549,FS,4,Y
924,3,14017,10508,FS,2,Y
925,20,13970,14059,FF,4,N
926,14,11547,12894,FS,4,N
927,23,14538,14681,FS,2,N
928,27,14808,15532,FS,1,Y
929,25,14200,15081,SS,3,N
930,18,13202,13581,FS,0,Y
931,13,12921,12707,SS,4,Y
932,2,14932,10343,FS,1,N
933,24,12569,14915,FF,0,N
934,11,10230,12300,FS,5,N
935,22,12705,14418,FS,1,Y
936,24,13792,14829,SS,0,N
937,23,10367,14741,SS,2,N
938,20,12676,14095,FS,3,N
939,28,11944,15621,FS,1,Y
940,7,11569,11441,FF,4,N
941,26,14361,15270,FS,5,Y
942,18,10314,13620,FS,1,N
943,26,14202,15257,FF,0,Y
944,25,10398,15120,SS,2,Y
945,13,14305,12542,FS,2,Y
946,14,10012,12858,FS,5,Y
947,2,14586,10228,FF,1,N
948,9,15128,11783,FF,3,Y
949,17,13152,13499,SS,5,N
950,23,15226,14739,FF,4,Y
951,8,11708,11662,SS,2,Y
952,10,11421,12070,SS,1,N
953,6,15189,11087,SS,3,N
954,4,11584,10743,SS,0,N
955,28,13716,15616,FS,5,N
956,1,11394,10164,FF,1,Y
957,28,14378,15668,FF,4,Y
958,14,13820,12762,FF,0,N
959,10,10871,12014,FS,0,Y
960,24,10880,14807,FF,4,N
961,26,12377,15301,SS,3,Y
962,24,10226,14947,SS,1,N
963,19,13168,13810,FS,4,Y
964,23,10548,14650,FS,0,N
965,2,12344,10378,FS,2,Y
966,23,15135,14594,FS,4,N
967,26,15130,15382,FS,4,Y
968,22,13706,14540,SS,5,Y
969,10,10825,12023,SS,4,Y
970,12,14976,12495,FF,2,N
971,13,10454,12731,SS,5,Y
972,19,12657,13793,FS,4,N
973,7,11451,11309,FF,3,Y
974,16,12374,13224,FS,1,Y
975,3,15249,10428,FF,1,N
976,26,10565,15248,FS,0,Y
977,16,15515,13197,FS,1,N
978,25,13490,15110,FS,3,Y
979,26,12982,15210,FF,2,Y
980,3,12078,10450,SS,2,N
981,13,11754,12554,FF,1,Y
982,24,11716,14935,FS,1,Y
983,16,14127,13156,SS,4,Y
984,8,10442,11611,FS,4,Y
985,28,14101,15676,FS,5,N
986,4,12880,10799,FS,5,N
987,15,11281,13031,FF,3,N
988,2,15180,10314,FF,0,Y
989,18,12707,13670,SS,2,N
990,19,13554,13960,FS,5,N
991,2,12282,10370,FS,3,Y
992,16,13973,13300,FF,0,Y
993,22,13297,14478,FS,2,Y
994,26,15140,15324,FF,5,Y
995,17,14216,13497,SS,4,Y
996,4,15595,10665,FF,3,N
997,6,15361,11176,FF,0,N
998,25,11413,15134,FS,1,Y
999,17,10469,13399,FS,2,N
1000,20,14672,14108,FF,0,Y
1001,21,11758,14285,FS,3,Y
1002,9,14460,11767,FS,0,N
1003,1,11993,10189,SS,1,Y
1004,17,12915,13472,FF,0,N
1005,25,14667,15010,FS,0,Y
1006,24,13543,14965,FS,2,N
1007,18,13923,13674,FS,5,Y
1008,21,15277,14363,SS,3,Y
1009,16,14257,13149,SS,5,N
1010,4,14184,10679,FF,4,Y
1011,13,12386,12701,SS,4,N
1012,1,12839,10127,SS,0,Y
1013,8,13239,11586,SS,1,N
1014,12,15598,12468,FS,3,N
1015,26,13987,15393,FF,2,Y
1016,20,11252,14139,FS,1,N
1017,7,15315,11321,FS,3,N
1018,28,14992,15711,FF,3,N
1019,10,14083,12056,FS,0,N
1020,12,11014,12367,FS,4,N
1021,17,10086,13354,SS,2,N
1022,23,10564,14628,SS,3,Y
1023,12,11700,12411,FS,0,N
1024,7,14450,11458,FS,0,Y
1025,2,15265,10371,FS,2,N
1026,2,13762,10286,FF,4,Y
1027,1,10114,10096,SS,0,N
1028,14,12526,12754,FF,3,Y
1029,7,13405,11342,FS,4,N
1030,17,11627,13391,FF,2,N
1031,6,11633,11128,FS,3,N
1032,1,13980,10172,FS,3,Y
1033,9,11311,11755,FF,4,N
1034,6,11802,11079,FF,4,Y
1035,5,13192,11004,FF,1,Y
1036,11,14636,12334,FS,5,N
1037,25,12112,15138,FS,2,Y
1038,6,14243,11091,SS,4,Y
1039,16,10763,13193,SS,1,N
1040,11,15742,12223,FF,5,Y
1041,2,12335,10251,FF,4,N
1042,20,13814,14011,FS,4,Y
1043,14,12463,12897,FS,0,N
1044,26,13258,15292,SS,0,Y
1045,1,11275,10049,FF,1,N
1046,1,13310,10112,FF,4,Y
1047,21,14314,14190,SS,5,Y
1048,5,13624,10951,FS,2,N
1049,1,11452,10194,SS,4,Y
1050,11,13640,12274,FF,2,Y
1051,3,13138,10613,SS,5,Y
1052,28,15632,15614,FF,4,Y
1053,12,11443,12418,FF,3,Y
1054,1,14259,10153,FS,1,N
1055,1,13426,10110,SS,3,N
1056,25,12339,15159,SS,2,Y
1057,4,10732,10673,SS,0,Y
1058,10,10148,12114,SS,4,N
1059,8,12306,11708,SS,3,Y
1060,27,12903,15458,FF,4,N
1061,27,13372,15572,FF,3,Y
1062,10,12643,12109,FS,1,Y
1063,19,10597,13845,SS,2,N
1064,11,12558,12144,FF,4,Y
1065,7,15726,11421,FS,1,N
1066,26,12850,15231,SS,1,Y
1067,21,10481,14364,SS,2,Y
1068,6,14373,11190,SS,1,Y
1069,8,11090,11674,SS,1,Y
1070,19,14999,13804,SS,1,N
1071,11,13396,12220,SS,0,N
1072,24,11560,14946,FF,2,N
1073,15,10014,13034,FF,0,Y
1074,16,12504,13250,FF,5,N
1075,6,12606,11247,SS,0,Y
1076,16,12209,13237,FF,0,N
1077,5,12725,10883,SS,4,N
1078,25,11289,15083,FF,2,N
1079,3,11941,10568,FS,5,Y
1080,13,11234,12555,FF,3,Y
1081,9,14591,11858,FS,1,N
1082,27,12818,15429,FS,2,N
1083,23,12182,14718,FF,4,N
1084,17,12898,13388,FF,0,N
1085,2,15666,10316,FS,3,Y
1086,12,14379,12514,SS,1,N
1087,6,13395,11114,FS,2,N
1088,20,14001,14098,FF,1,Y
1089,26,11569,15379,FS,5,Y
1090,19,12804,13907,FF,2,N
1091,6,12511,11264,SS,1,Y
1092,6,14840,11245,FF,4,N
1093,7,14954,11395,FS,3,N
1094,6,13762,11236,FF,2,N
1095,22,15182,14555,FS,3,N
1096,16,10718,13257,FS,1,Y
1097,28,12961,15643,FF,5,Y
1098,11,11288,12308,FF,2,N
1099,8,13866,11701,SS,3,N
1100,15,10126,13007,SS,4,Y
1101,11,10636,12173,FF,1,Y
1102,12,10879,12374,SS,1,N
1103,20,13548,13970,FF,1,Y
1104,5,14860,10930,SS,1,N
1105,4,14997,10749,SS,4,Y
1106,20,10214,14049,FF,2,N
1107,25,10683,15121,SS,3,N
1108,18,11959,13667,SS,4,N
1109,18,15374,13665,FS,1,N
1110,5,11411,11058,FS,3,N
1111,19,10011,13945,FS,4,N
1112,24,13035,14925,SS,0,Y
1113,13,10571,12610,SS,2,N
1114,22,14167,14449,FF,4,Y
1115,2,10920,10230,SS,0,N
1116,17,15042,13474,FS,2,N
1117,21,11493,14296,SS,3,N
1118,20,15423,14083,FF,0,N
1119,14,14918,12756,FS,5,N
1120,9,15585,11875,FS,0,Y
1121,16,12880,13285,SS,2,Y
1122,20,12959,14014,SS,2,Y
1123,13,15484,12681,SS,5,N
1124,17,10232,13448,FS,5,Y
1125,16,10460,13183,SS,2,N
1126,3,12687,10595,FF,1,N
1127,9,14725,11876,SS,2,N
1128,11,13111,12174,FF,3,Y
1129,8,13644,11630,FS,5,N
1130,25,12116,14986,FF,2,N
1131,6,11515,11277,FS,1,Y
1132,24,11292,14855,FS,2,N
1133,23,11188,14742,SS,1,N
1134,8,11425,11676,FF,0,Y
1135,17,11288,13447,FF,4,N
1136,4,10370,10800,FF,2,Y
1137,9,14302,11864,FS,0,N
1138,6,12399,11147,SS,0,N
1139,4,14003,10732,FS,0,N
1140,18,15571,13627,SS,3,N
1141,15,12546,13076,FF,4,Y
1142,10,13178,12016,SS,0,N
1143,15,10479,13020,FF,1,N
1144,6,12682,11130,SS,0,Y
1145,17,12963,13453,SS,4,Y
1146,6,13215,11179,FS,3,Y
1147,13,15622,12632,FS,0,N
1148,15,10553,12943,SS,2,Y
1149,12,15594,12414,FS,0,Y
1150,1,12633,10181,FS,4,N
1151,1,13412,10025,FF,1,Y
1152,23,11563,14579,FF,2,N
1153,6,14966,11183,SS,0,N
1154,11,13326,12186,SS,4,Y
1155,14,11719,12929,SS,4,N
1156,3,13858,10432,SS,1,Y
1157,8,14704,11709,SS,2,N
1158,3,14612,10570,FF,1,N
1159,17,13228,13436,FF,2,N
1160,12,10220,12452,FS,5,Y
1161,14,15688,12854,FS,4,N
1162,15,13843,13114,FF,4,Y
1163,28,14350,15731,FF,3,N
1164,19,13946,13748,FF,4,Y
1165,23,15623,14694,FS,2,Y
1166,25,11100,15056,FS,0,N
1167,10,12233,12039,FS,3,N
1168,27,15051,15452,FS,2,N
1169,10,11803,11986,FF,4,Y
1170,21,15063,14263,FF,0,N
1171,22,15116,14417,SS,5,N
1172,7,11332,11330,FS,4,Y
1173,1,14114,10133,FS,4,N
1174,6,14390,11284,SS,2,N
1175,26,11343,15306,FF,3,Y
1176,8,10556,11515,SS,1,N
1177,20,14847,14106,FF,3,N
1178,27,14307,15515,SS,3,N
1179,6,12730,11097,FF,5,Y
1180,16,13240,13307,FS,4,Y
1181,25,15612,15158,FS,3,Y
1182,10,14899,12044,FF,2,N
1183,28,13923,15617,FF,4,Y
1184,13,10121,12537,FF,4,N
1185,27,14063,15517,FF,4,N
1186,15,15714,13041,SS,5,N
1187,3,13725,10427,FS,3,N
1188,20,13114,14147,FF,1,Y
1189,14,15233,12811,SS,2,N
1190,18,11938,13664,SS,2,N
1191,22,14348,14546,SS,2,Y
1192,18,11223,13611,SS,5,N
1193,8,13644,11524,FF,5,N
1194,20,13569,14047,FS,1,N
1195,13,15071,12606,SS,5,Y
1196,4,13129,10842,FF,4,Y
1197,23,14038,14692,FF,0,N
1198,17,15139,13398,FS,0,N
1199,8,11750,11539,FS,0,Y
1200,1,11869,10132,FF,5,Y
1201,6,11330,11164,FF,5,N
1202,6,12025,11273,FF,0,N
1203,2,12662,10246,FF,0,N
1204,23,13194,14700,FS,5,N
1205,13,10950,12712,FS,4,N
1206,19,15666,13867,FF,2,Y
1207,11,15046,12126,FF,3,Y
1208,28,10087,15712,FS,3,Y
1209,11,10335,12272,FS,5,Y
1210,28,14090,15672,SS,0,N
1211,13,14377,12630,FS,1,Y
1212,6,13818,11228,FF,1,Y
1213,18,10515,13554,FS,5,Y
1214,14,10510,12821,FS,1,Y
1215,1,10989,10119,FS,3,Y
1216,9,10492,11758,FF,2,Y
1217,11,10208,12209,FF,3,Y
1218,1,13965,10090,FS,0,Y
1219,18,10705,13644,FF,2,Y
1220,10,10281,12058,FS,0,Y
1221,24,10655,14944,FS,3,Y
1222,7,10062,11436,FF,2,Y
1223,3,14613,10589,FF,5,Y
1224,26,13501,15205,FF,1,Y
1225,15,15106,12949,FS,1,N
1226,23,13777,14586,FS,0,N
1227,6,10453,11107,FF,3,Y
1228,24,11304,14789,SS,2,N
1229,4,13770,10682,SS,5,Y
1230,4,10475,10709,FS,5,N
1231,19,11231,13782,FF,1,Y
1232,9,15274,11808,SS,3,Y
1233,13,14152,12685,FS,3,N
1234,3,10463,10413,FF,4,N
1235,28,13192,15629,FS,3,Y
1236,8,11879,11719,SS,4,N
1237,7,10300,11435,FF,0,Y
1238,5,10905,10978,FS,1,N
1239,24,10456,14870,FF,2,N
1240,19,14209,13836,FS,0,Y
1241,24,11153,14899,FF,4,N
1242,28,10248,15701,FF,1,Y
1243,13,15266,12588,FF,5,Y
1244,16,10052,13232,FS,2,N
1245,7,11106,11465,FS,5,N
1246,22,13433,14394,FF,5,N
1247,11,12665,12332,SS,5,Y
1248,11,13416,12319,FS,1,N
1249,28,12036,15603,SS,3,Y
1250,8,13036,11700,FS,0,Y
1251,10,13000,12022,SS,4,N
1252,27,12066,15524,FS,3,Y
1253,2,14623,10357,FS,5,Y
1254,16,15320,13144,SS,3,N
1255,10,12089,12055,FF,0,Y
1256,12,12117,12433,FS,0,Y
1257,28,10689,15661,FF,2,Y
1258,26,14629,15360,FS,0,N
1259,13,12189,12652,SS,0,Y
1260,13,11291,12545,SS,3,Y
1261,23,13220,14750,SS,4,Y
1262,9,11145,11770,FS,4,N
1263,12,11864,12361,SS,0,Y
1264,2,14082,10400,FF,1,Y
1265,3,13369,10639,FS,1,Y
1266,8,13499,11558,FS,2,N
1267,27,15221,15449,FS,1,N
1268,19,12275,13958,FS,0,Y
1269,6,14683,11262,FS,3,Y
1270,19,14941,13859,FS,3,N
1271,22,11568,14411,SS,4,N
1272,11,12907,12324,FS,3,Y
1273,5,15386,10918,FF,5,Y
1274,22,10047,14396,FF,4,N
1275,13,13474,12605,FF,2,Y
1276,11,13178,12142,FS,0,Y
1277,6,15023,11144,FS,3,Y
1278,5,14960,10888,FF,3,N
1279,27,13914,15521,FS,3,N
1280,1,11583,10007,SS,4,Y
1281,22,12636,14500,FF,5,N
1282,8,14474,11500,FS,5,N
1283,2,12178,10268,FS,1,N
1284,13,14452,12615,SS,1,N
1285,25,14686,15163,FF,2,Y
1286,12,12235,12432,SS,5,N
1287,10,15086,12083,FF,4,N
1288,10,11608,12035,FS,3,Y
1289,3,14547,10572,SS,4,Y
1290,24,12783,14943,FS,5,N
1291,18,15376,13689,SS,2,N
1292,18,15036,13629,FS,2,N
1293,22,14749,14487,SS,0,N
1294,8,15126,11584,FF,1,N
1295,3,10928,10518,SS,2,N
1296,4,15379,10787,FS,1,Y
1297,20,10298,14039,FF,0,Y
1298,18,12794,13672,FS,3,N
1299,27,13116,15435,FS,5,N
1300,7,10238,11443,FS,0,N
1301,22,13281,14386,SS,1,Y
1302,25,14811,15073,FF,1,Y
1303,1,10031,10052,FF,0,N
1304,16,12481,13136,FF,4,N
1305,8,10961,11603,FF,0,Y
1306,23,12639,14675,FS,2,N
1307,3,10646,10512,FF,2,Y
1308,9,12294,11877,SS,3,Y
1309,19,11493,13871,FF,2,Y
1310,28,14056,15678,FS,3,Y
1311,4,10120,10675,FS,5,N
1312,15,13382,12979,SS,5,N
1313,16,10472,13166,FS,4,Y
1314,4,13678,10651,FS,0,N
1315,12,10700,12502,SS,4,Y
1316,1,14257,10213,FF,3,Y
1317,15,10369,13025,FS,1,N
1318,13,15487,12736,SS,0,N
1319,22,10927,14379,SS,3,N
1320,25,15404,15045,FF,4,Y
1321,1,13925,10061,FF,0,N
1322,15,11311,13118,FF,0,N
1323,16,10204,13280,FS,1,N
1324,18,15718,13539,SS,5,N
1325,3,15041,10492,FF,0,Y
1326,2,12497,10397,FS,4,N
1327,2,10634,10279,FS,2,N
1328,12,13538,12504,FS,5,N
1329,16,14029,13332,FF,5,N
1330,21,14534,14349,FS,5,Y
1331,14,14969,12866,FF,1,N
1332,3,14547,10423,SS,2,N
1333,5,14403,11061,FF,1,Y
1334,4,10671,10662,FF,2,N
1335,8,14811,11666,SS,3,N
1336,15,12370,12942,FF,0,Y
1337,17,13853,13415,SS,1,Y
1338,19,13344,13824,FS,1,Y
1339,1,13007,10063,FS,3,N
1340,12,14768,12422,SS,2,Y
1341,3,13569,10610,SS,4,N
1342,7,14311,11484,FF,3,Y
1343,22,12823,14402,SS,1,Y
1344,11,12549,12159,SS,3,N
1345,8,15512,11635,FS,1,Y
1346,5,14366,11047,FF,3,N
1347,4,13368,10824,SS,3,Y
1348,25,13656,15170,SS,2,Y
1349,9,15661,11747,SS,3,N
1350,4,11620,10696,SS,2,N
1351,6,13366,11272,SS,3,Y
1352,15,14126,13062,SS,4,N
1353,19,12285,13739,FF,3,N
1354,1,10745,10187,SS,1,N
1355,18,10476,13675,SS,0,Y
1356,13,10075,12715,FS,0,N
1357,3,14094,10547,SS,1,N
1358,3,12216,10636,FS,3,N
1359,24,14535,14811,FS,3,Y
1360,4,13726,10688,FS,2,N
1361,7,11898,11431,FF,0,Y
1362,24,12758,14955,SS,3,Y
1363,22,10030,14504,FS,5,Y
1364,4,15265,10768,FF,0,Y
1365,26,14141,15298,FS,2,Y
1366,2,12426,10256,SS,5,Y
1367,12,13749,12384,FF,2,N
1368,23,14589,14658,FF,3,Y
1369,8,12613,11633,SS,5,Y
1370,21,10636,14372,SS,0,N
1371,5,10744,10952,FF,0,N
1372,11,11228,12277,FF,3,N
1373,22,15593,14528,FF,2,N
1374,5,10061,11013,FS,2,N
1375,8,12299,11716,FS,2,Y
1376,18,12330,13569,FF,2,N
1377,10,14567,12100,FS,4,Y
1378,16,14244,13306,FF,0,N
1379,13,10120,12623,FS,5,N
1380,18,14799,13684,FS,4,N
1381,2,13255,10361,FS,1,Y
1382,5,11665,11062,FS,5,Y
1383,8,10446,11649,FF,2,N
1384,27,13322,15526,FF,2,Y
1385,3,15148,10585,FS,1,Y
1386,26,14257,15300,FF,4,Y
1387,13,13802,12573,FS,1,N
1388,17,15261,13471,FS,4,Y
1389,9,11932,11791,FF,4,Y
1390,23,10521,14598,SS,5,Y
1391,2,13903,10379,FS,5,Y
1392,4,15681,10668,FF,3,Y
1393,15,10329,13021,SS,4,Y
1394,15,11481,13037,FS,1,N
1395,24,13205,14907,FS,1,Y
1396,13,13303,12586,FS,2,Y
1397,20,13203,14069,FS,3,N
1398,18,13908,13729,SS,5,Y
1399,6,12211,11153,SS,4,Y
1400,20,12287,14167,FS,1,N
1401,22,11320,14483,SS,4,N
1402,3,10339,10424,FF,5,N
1403,1,15578,10140,FF,0,N
1404,10,12380,11901,FF,5,N
1405,3,11743,10415,FF,5,Y
1406,10,15450,12051,SS,5,Y
1407,8,12512,11538,FF,4,N
1408,9,13439,11796,FS,0,Y
1409,12,10180,12406,FF,4,N
1410,25,14677,15072,FS,2,N
1411,27,12023,15454,SS,2,N
1412,21,15506,14355,SS,5,N
1413,25,12014,15106,FS,3,Y
1414,16,13097,13200,FS,5,Y
1415,9,12641,11741,FF,3,Y
1416,22,15700,14414,FF,5,Y
1417,16,10520,13227,SS,5,Y
1418,3,12099,10461,SS,4,N
1419,1,13623,10157,FF,5,Y
1420,22,14524,14514,FF,4,Y
1421,26,14504,15211,FS,2,Y
1422,19,11441,13830,FF,2,N
1423,3,11221,10530,FF,3,Y
1424,3,15244,10493,FS,2,Y
1425,13,11768,12692,FS,4,N
1426,28,11358,15625,SS,5,N
1427,12,15349,12499,SS,2,Y
1428,4,10366,10722,SS,1,Y
1429,8,14099,11592,FF,4,N
1430,6,11077,11125,FF,5,Y
1431,1,14134,10088,FF,5,Y
1432,20,14557,14060,SS,5,N
1433,24,14171,14853,FF,0,Y
1434,5,11489,10941,FS,1,Y
1435,12,11144,12388,SS,2,Y
1436,20,13428,14020,FF,2,N
1437,8,10508,11525,FS,5,Y
1438,3,10469,10514,FS,2,Y
1439,28,15631,15735,SS,2,Y
1440,8,10904,11626,FS,3,Y
1441,4,13376,10669,FF,1,N
1442,4,10972,10645,FS,1,N
1443,13,11237,12567,FS,0,Y
1444,1,11690,10215,SS,2,N
1445,19,15488,13910,SS,4,Y
1446,17,13852,13452,FF,0,Y
1447,6,10191,11298,SS,2,N
1448,27,14376,15545,SS,4,N
1449,9,11390,11859,FS,4,Y
1450,28,15581,15673,FS,5,N
1451,13,12676,12611,FF,3,Y
1452,17,10778,13468,FF,5,Y
1453,28,13011,15739,SS,0,Y
1454,1,11944,10076,FS,1,N
1455,9,14332,11766,FS,5,N
1456,24,13930,14957,FS,5,N
1457,15,10236,13084,FS,5,N
1458,7,15457,11382,FF,4,N
1459,21,12130,14316,FF,3,N
1460,13,13027,12718,FF,4,Y
1461,25,15346,14979,SS,2,Y
1462,23,12534,14720,SS,2,N
1463,26,11776,15234,SS,1,N
1464,24,14200,14782,SS,2,Y
1465,8,15245,11648,FS,4,N
1466,21,15491,14270,FF,1,Y
1467,6,13450,11258,FF,2,Y
1468,19,12022,13883,FS,5,Y
1469,14,11308,12781,SS,4,Y
1470,15,10668,12971,FS,5,N
1471,10,12444,11985,SS,4,N
1472,27,14310,15447,FS,0,Y
1473,23,10333,14746,SS,1,Y
1474,26,14540,15378,SS,3,N
1475,20,13779,14007,FF,4,Y
1476,5,13223,10910,FF,0,Y
1477,21,10807,14226,FF,3,N
1478,25,15460,15122,FS,2,N
1479,23,15498,14618,SS,1,Y
1480,9,12681,11821,FS,3,N
1481,28,14873,15658,SS,5,N
1482,14,11087,12844,FS,4,N
1483,22,14889,14437,FS,1,N
1484,6,14099,11126,FS,1,Y
1485,18,13277,13553,FF,2,Y
1486,26,11333,15312,FS,0,Y
1487,8,14548,11645,FF,3,Y
1488,10,12650,12041,FS,5,Y
1489,12,13414,12417,FF,4,N
1490,23,12142,14653,SS,1,Y
1491,22,12394,14569,FF,3,N
1492,17,10813,13364,SS,0,N
1493,12,15453,12442,FS,5,Y
1494,17,15040,13405,FS,4,Y
1495,19,13753,13892,FS,5,N
1496,6,10170,11146,SS,0,N
1497,28,15533,15664,FF,0,Y
1498,1,12633,10003,FF,0,N
1499,10,12685,11983,FF,2,Y
1500,24,11309,14812,SS,0,N
1501,14,14540,12742,FF,0,Y
1502,8,15276,11522,FS,1,N
1503,23,13287,14631,SS,4,N
1504,18,14843,13694,FF,5,N
1505,4,12227,10654,SS,5,N
1506,8,11797,11562,FF,0,Y
1507,13,11111,12548,FS,2,Y
1508,8,14957,11581,FF,5,N
1509,25,13057,14997,FS,2,N
1510,16,11678,13204,FF,5,Y
1511,15,14877,13063,SS,1,Y
1512,4,15611,10786,FS,1,Y
1513,25,10036,15161,SS,3,Y
1514,20,13534,13985,SS,5,N
1515,1,14420,10038,FS,4,Y
1516,25,10570,15017,SS,1,Y
1517,11,13498,12135,FF,0,N
1518,4,15473,10745,SS,0,Y
1519,8,13588,11647,FS,4,Y
1520,10,12546,11992,SS,3,N
1521,5,12637,10965,SS,0,Y
1522,3,12001,10542,FF,2,Y
1523,16,13883,13312,FF,1,Y
1524,3,10143,10534,SS,4,N
1525,12,15669,12471,SS,0,N
1526,3,11312,10634,SS,4,Y
1527,26,11047,15344,FF,1,N
1528,20,12407,14006,FS,5,N
1529,22,10514,14568,SS,0,Y
1530,17,15373,13378,FS,0,Y
1531,3,12275,10591,FF,5,Y
1532,21,14535,14317,FF,3,Y
1533,5,14947,10887,SS,0,N
1534,26,14511,15236,FF,5,Y
1535,14,11751,12746,SS,1,Y
1536,21,10338,14184,SS,2,Y
1537,3,15009,10496,SS,4,Y
1538,18,11460,13668,FS,4,N
1539,18,14434,13643,SS,1,Y
1540,2,11165,10363,FF,4,Y
1541,25,11598,15171,SS,1,Y
1542,6,15227,11151,SS,3,N
1543,15,12727,12939,SS,2,N
1544,18,15420,13606,FF,2,Y
1545,12,11556,12465,SS,5,Y
1546,24,14446,14769,FF,0,N
1547,5,15725,11033,SS,3,N
1548,21,13663,14224,FF,1,Y
1549,22,10338,14453,FS,4,N
1550,21,12962,14329,FS,0,Y
1551,28,14268,15733,FF,1,N
1552,4,14826,10663,SS,0,Y
1553,9,14777,11842,SS,0,Y
1554,23,11716,14682,SS,5,N
1555,10,13781,11990,FS,5,Y
1556,25,14440,14987,FF,3,N
1557,1,11866,10071,FS,1,N
1558,19,13611,13807,FS,4,N
1559,16,13933,13327,FF,0,Y
